ProductName,imagelink,productlink,price,maxretailprice,stars,GlobalRatings,Country of Origin,reviewsLink,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,globalReviews,HighLights,Fragrance Classification,Ideal For,Quantity,Sales Package,Pack of,Brand,Model Name,Shade,Color,Organic,Waterproof,Finish,Form,Container Type,Professional Care,Multi Shaded,Skin Type,Series,Type,Other Traits,Weight,Maximum Shelf Life,Gift Pack,Fragrance Family,Ideal Usage,Limited Edition,Organic Type,Multi-shaded,Coverage,Composition,Skin Tone,Model Number,Foldable,Anti Perspirant,SPF Rating,Texture,Oil-free,Serum Type,Applied For,Hair Type,Hair Condition,Sulfate Free,SPF,Duration,Flavor,Other Features,Size
Menjewell FLORAL LOVE Perfume For Women | Premium Luxury Long Lasting Fragrance Spray Eau de Parfum  -  100 ml  (For Women),https://rukminim1.flixcart.com/image/612/612/xif0q/perfume/b/s/d/100-floral-love-perfume-for-women-premium-luxury-long-lasting-original-imaghzzxbzh8hhjv.jpeg?q=70,https://www.flipkart.com/menjewell-floral-love-perfume-women-premium-luxury-long-lasting-fragrance-spray-eau-de-parfum-100-ml/p/itm7f66f751eb07d?pid=PERGHZZYF6R5ES88&lid=LSTPERGHZZYF6R5ES88W0QZM8&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=en_qac4CU6A8AQCCy9sWWJTO0vV5UPGaA2cM5KMni%2BjOyA%2FtWqSfznTWyVRXdsUeEWWvMXxYIRLemBbwyh2sL%2BYuQ%3D%3D&ppt=None&ppn=None&ssid=ucbjpyvrm80000001680694839503&qH=a9d908f637866fb8,480,799,3.7,19,Not available,https://www.flipkart.com/menjewell-floral-love-perfume-women-premium-luxury-long-lasting-fragrance-spray-eau-de-parfum-100-ml/product-reviews/itm7f66f751eb07d?pid=PERGHZZYF6R5ES88&lid=LSTPERGHZZYF6R5ES88W0QZM8&marketplace=FLIPKART,8,5,2,1,3,4 Reviews,"[""Quantity: 100 ml"",""Ideal For: Women"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Fruity"",""Fragrance Segment: Budget"",""Base Note: Patchouli, Sandal, Vanilla, Vetiver"",""Heart Note: Citrus, Iris, Jasmine, Rose"",""Top Note: Aldehydic, Bergamot, Neroli, Peach""]",Eau de Parfum,Women,100 ml,Pack of 1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"VANESA Envy Blush 1000 Deodorant Spray  -  For Women  (115 g, Pack of 3)",https://rukminim1.flixcart.com/image/612/612/kjx6tu80/deodorant/r/h/k/envy-blush-1000-deodorant-spray-vanesa-women-original-imafzdhmb2tggpv8.jpeg?q=70,https://www.flipkart.com/vanesa-envy-blush-1000-deodorant-spray-women/p/itmf3v9pft3wztfb?pid=DEOE4VG4HWHKG8KQ&lid=LSTDEOE4VG4HWHKG8KQ3FP0J0&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=b6a46bd4-12b6-4ee1-9d42-fd33af4b462c.DEOE4VG4HWHKG8KQ.SEARCH&ppt=None&ppn=None&ssid=ucbjpyvrm80000001680694839503&qH=a9d908f637866fb8,597,597,4.4,35,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Quantity: 115 g"",""Fragrance: Deodorant Spray"",""For Women""]",Not available,Women,115 g,3,3,VANESA,Envy Blush 1000,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Deodorant Spray,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
FA Sport Energizing Fresh Deodorant Roll-on  -  For Men  (50 ml),https://rukminim1.flixcart.com/image/612/612/deodorant/h/z/e/deodorant-roll-on-fa-50-sport-energizing-fresh-original-imae93k7kqwhurd3.jpeg?q=70,https://www.flipkart.com/fa-sport-energizing-fresh-deodorant-roll-on-men/p/itmf3v9qggdsufbp?pid=DEOE95XADXYZFHZE&lid=LSTDEOE95XADXYZFHZEGSAKYX&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=b6a46bd4-12b6-4ee1-9d42-fd33af4b462c.DEOE95XADXYZFHZE.SEARCH&ppt=None&ppn=None&ssid=ucbjpyvrm80000001680694839503&qH=a9d908f637866fb8,198,249,3.9,58,Not available,https://www.flipkart.com/fa-sport-energizing-fresh-deodorant-roll-on-men/product-reviews/itmf3v9qggdsufbp?pid=DEOE95XADXYZFHZE&lid=LSTDEOE95XADXYZFHZEGSAKYX&marketplace=FLIPKART,26,14,10,5,3,5 Reviews,"[""Quantity: 50 ml"",""Fragrance: Deodorant Roll-on"",""For Men""]",Not available,Men,50 ml,1 Deodorant,1,FA,Sport Energizing Fresh,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Deodorant Roll-on,Not available,Not available,Not available,Not available,Fresh,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Notchcart Exfoliating Bath Brush + 2 Round Loofah / Handle Brush / Round Loofah / Luxury Bath Brush / Bath Sponge / Bathing scrubber / scrubber / Bath Scrub Brush / Shower Bath Loofah / Multicolour (Pack 3),https://rukminim1.flixcart.com/image/612/612/kthjy4w0/bath-brush/p/d/5/exfoliating-bath-brush-2-round-loofah-handle-brush-round-loofah-original-imag6tp4zxwgcby9.jpeg?q=70,https://www.flipkart.com/notchcart-exfoliating-bath-brush-2-round-loofah-handle-luxury-sponge-bathing-scrubber-scrub-shower-multicolour-pack-3/p/itm24a28af621b82?pid=BBSG6TP4AKDVR8ZC&lid=LSTBBSG6TP4AKDVR8ZC6ZXWCS&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=b6a46bd4-12b6-4ee1-9d42-fd33af4b462c.BBSG6TP4AKDVR8ZC.SEARCH&ppt=None&ppn=None&ssid=ucbjpyvrm80000001680694839503&qH=a9d908f637866fb8,197,799,4.2,421,Not available,https://www.flipkart.com/notchcart-exfoliating-bath-brush-2-round-loofah-handle-luxury-sponge-bathing-scrubber-scrub-shower-multicolour-pack-3/product-reviews/itm24a28af621b82?pid=BBSG6TP4AKDVR8ZC&lid=LSTBBSG6TP4AKDVR8ZC6ZXWCS&marketplace=FLIPKART,230,99,62,17,13,33 Reviews,"[""For Men & Women""]",Not available,Men & Women,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
MOCEMSA Love Berry For Women Eau De Parfum(100ml) Eau de Parfum  -  100 ml  (For Women),https://rukminim1.flixcart.com/image/612/612/xif0q/perfume/w/8/i/100-love-berry-for-women-eau-de-parfum-100ml-eau-de-parfum-original-imaggn6absamfwhg.jpeg?q=70,https://www.flipkart.com/mocemsa-love-berry-women-eau-de-parfum-100ml-parfum-100-ml/p/itma794110eddb4e?pid=PERFT5DWBWZ4G7GM&lid=LSTPERFT5DWBWZ4G7GMHU51DP&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=en_qac4CU6A8AQCCy9sWWJTO0vV5UPGaA2cM5KMni%2BjOyBtWijf%2FCzLJQML7ENpIxdBFTdeYcokOUrwYvpHGHVJ8w%3D%3D&ppt=None&ppn=None&ssid=ucbjpyvrm80000001680694839503&qH=a9d908f637866fb8,1714,2300,4.2,9,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Quantity: 100 ml"",""Ideal For: Women"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Fruity"",""Fragrance Segment: Entry""]",Eau de Parfum,Women,100 ml,1 perfume,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Menjewell Blue Fresh Eau de Parfum  -  10 ml  (For Men),https://rukminim1.flixcart.com/image/612/612/xif0q/perfume/r/l/u/10-blue-fresh-na-eau-de-parfum-menjewell-men-original-imagz6xmhgbefbvp.jpeg?q=70,https://www.flipkart.com/menjewell-blue-fresh-eau-de-parfum-10-ml/p/itm95550b61ea8a4?pid=PERGZ6XMHG42BKQA&lid=LSTPERGZ6XMHG42BKQAO9DERK&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=b6a46bd4-12b6-4ee1-9d42-fd33af4b462c.PERGZ6XMHG42BKQA.SEARCH&ppt=None&ppn=None&ssid=ucbjpyvrm80000001680694839503&qH=a9d908f637866fb8,195,240,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Quantity: 10 ml"",""Ideal For: Men"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Fresh"",""Fragrance Segment: Luxury""]",Eau de Parfum,Men,10 ml,Pack of 1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Menjewell Attar Phool Eau de Parfum  -  10 ml  (For Women),https://rukminim1.flixcart.com/image/612/612/xif0q/perfume/g/t/f/10-attar-phool-na-eau-de-parfum-menjewell-women-original-imagz6wary6qexxb.jpeg?q=70,https://www.flipkart.com/menjewell-attar-phool-eau-de-parfum-10-ml/p/itm96c83327611fd?pid=PERGZ6WAZNPKYYXR&lid=LSTPERGZ6WAZNPKYYXRDQ9DW6&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=b6a46bd4-12b6-4ee1-9d42-fd33af4b462c.PERGZ6WAZNPKYYXR.SEARCH&ppt=None&ppn=None&ssid=ucbjpyvrm80000001680694839503&qH=a9d908f637866fb8,195,240,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Quantity: 10 ml"",""Ideal For: Women"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Fresh, Floral"",""Fragrance Segment: Luxury""]",Eau de Parfum,Women,10 ml,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Menjewell Rose Absolute Eau de Parfum  -  10 ml  (For Women),https://rukminim1.flixcart.com/image/612/612/xif0q/perfume/x/d/2/20-rose-perfume-for-women-eau-de-parfum-menjewell-women-original-imagnrkgzhzmvhxf.jpeg?q=70,https://www.flipkart.com/menjewell-rose-absolute-eau-de-parfum-10-ml/p/itm8df3abeb690c0?pid=PERGZ63NG5YTNVJH&lid=LSTPERGZ63NG5YTNVJHZH4JZC&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=b6a46bd4-12b6-4ee1-9d42-fd33af4b462c.PERGZ63NG5YTNVJH.SEARCH&ppt=None&ppn=None&ssid=ucbjpyvrm80000001680694839503&qH=a9d908f637866fb8,195,240,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Quantity: 10 ml"",""Ideal For: Women"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Floral, Fresh"",""Fragrance Segment: Luxury""]",Eau de Parfum,Women,10 ml,Pack of 1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
PERFUMERS CLUB Dreamer And Trendsetter Eau de Parfum  -  100 ml  (For Women),https://rukminim1.flixcart.com/image/612/612/keokpe80/perfume/r/p/u/100-dreamer-and-trendsetter-eau-de-parfum-perfumers-club-women-original-imafvarzyqehswnx.jpeg?q=70,https://www.flipkart.com/perfumers-club-dreamer-trendsetter-eau-de-parfum-100-ml/p/itm65912b7e9699a?pid=PERFV9WDUHDFMRPU&lid=LSTPERFV9WDUHDFMRPUUI8J8M&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=en_qac4CU6A8AQCCy9sWWJTO0vV5UPGaA2cM5KMni%2BjOyCcFmGgpfB8FwqMkgyIMQML9IkNI3GPTbXfP9BQaDe7Pg%3D%3D&ppt=None&ppn=None&ssid=ucbjpyvrm80000001680694839503&qH=a9d908f637866fb8,358,1198,Not available,Not available,India,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Quantity: 100 ml"",""Ideal For: Women"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Woody"",""Fragrance Segment: Budget"",""Heart Note: Jasmine,Ylang-Ylang,Cloves,, Lily-of-the-Valley,Rose,Peony,""]",Eau de Parfum,Women,100 ml,2 Each Bottle Contains 50 ML,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Menjewell Evening Prime Eau de Parfum  -  10 ml  (For Women),https://rukminim1.flixcart.com/image/612/612/xif0q/perfume/9/u/p/10-evening-prime-na-eau-de-parfum-menjewell-women-original-imagz8wzbg3xudqa.jpeg?q=70,https://www.flipkart.com/menjewell-evening-prime-eau-de-parfum-10-ml/p/itm2fc4b700b4208?pid=PERGZ634RUZWE2BX&lid=LSTPERGZ634RUZWE2BXIDPVRX&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_1_25&otracker=search&otracker1=search&fm=organic&iid=b6a46bd4-12b6-4ee1-9d42-fd33af4b462c.PERGZ634RUZWE2BX.SEARCH&ppt=None&ppn=None&ssid=ucbjpyvrm80000001680694839503&qH=a9d908f637866fb8,195,240,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Quantity: 10 ml"",""Ideal For: Women"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Fresh"",""Fragrance Segment: Luxury""]",Eau de Parfum,Women,10 ml,Pack of 1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Menjewell Mogra Phool Eau de Parfum  -  10 ml  (For Women),https://rukminim1.flixcart.com/image/612/612/xif0q/perfume/o/c/o/10-mogra-phool-na-eau-de-parfum-menjewell-women-original-imagz636gewjd72h.jpeg?q=70,https://www.flipkart.com/menjewell-mogra-phool-eau-de-parfum-10-ml/p/itmc0d55868a2220?pid=PERGZ63ASMS34GQ5&lid=LSTPERGZ63ASMS34GQ5ANUWBR&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_1_26&otracker=search&otracker1=search&fm=organic&iid=b6a46bd4-12b6-4ee1-9d42-fd33af4b462c.PERGZ63ASMS34GQ5.SEARCH&ppt=None&ppn=None&ssid=ucbjpyvrm80000001680694839503&qH=a9d908f637866fb8,195,240,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Quantity: 10 ml"",""Ideal For: Women"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Floral"",""Fragrance Segment: Luxury""]",Eau de Parfum,Women,10 ml,Pack of 1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Bella vita organic Luxury Perfume Gift Set with Long Lasting Fragrance Eau De Parfum Perfume  -  80 ml  (For Women),https://rukminim1.flixcart.com/image/612/612/xif0q/perfume/o/5/f/80-luxury-perfume-gift-set-with-long-lasting-fragrance-eau-de-original-imaghveaxdah2qf7.jpeg?q=70,https://www.flipkart.com/bella-vita-organic-luxury-perfume-gift-set-long-lasting-fragrance-eau-de-parfum-80-ml/p/itme8b5d17895b7c?pid=PERG8TURAY7GWRRT&lid=LSTPERG8TURAY7GWRRTSKILX4&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_1_27&otracker=search&otracker1=search&fm=organic&iid=b6a46bd4-12b6-4ee1-9d42-fd33af4b462c.PERG8TURAY7GWRRT.SEARCH&ppt=None&ppn=None&ssid=ucbjpyvrm80000001680694839503&qH=a9d908f637866fb8,551,849,4.4,13597,India,https://www.flipkart.com/bella-vita-organic-luxury-perfume-gift-set-long-lasting-fragrance-eau-de-parfum-80-ml/product-reviews/itme8b5d17895b7c?pid=PERG8TURAY7GWRRT&lid=LSTPERG8TURAY7GWRRTSKILX4&marketplace=FLIPKART,"9,120","2,735",939,341,462,"1,695 Reviews","[""Quantity: 80 ml"",""Ideal For: Women"",""Fragrance Classification: Perfume"",""Fragrance Family: Fruity"",""Fragrance Segment: Budget""]",Perfume,Women,80 ml,"1 Sampler Pack of Rose EAU DE Perfume 20 ml
1 Sampler Pack of Honey EAU DE Perfume 20 ml
1 Sampler Pack of CEO EAU DE Perfume 20 ml
1 Sampler Pack of Glam EAU DE Perfume 20 ml",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
PERFUMERS CLUB Challenger and Wanderer Eau de Parfum  -  100 ml  (For Men),https://rukminim1.flixcart.com/image/612/612/kjn6qvk0-0/perfume/d/d/3/100-challenger-and-wanderer-eau-de-parfum-perfumers-club-men-original-imafz5uzfvswr6nf.jpeg?q=70,https://www.flipkart.com/perfumers-club-challenger-wanderer-eau-de-parfum-100-ml/p/itm4ba25386fb7f6?pid=PERFZ5UZ8CAA7GFF&lid=LSTPERFZ5UZ8CAA7GFFFAKSLT&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_1_28&otracker=search&otracker1=search&fm=organic&iid=en_qac4CU6A8AQCCy9sWWJTO0vV5UPGaA2cM5KMni%2BjOyAjThQqMugud5o44Y0bTG5BfnapZltwdzFij%2FdnDxlHew%3D%3D&ppt=None&ppn=None&ssid=ucbjpyvrm80000001680694839503&qH=a9d908f637866fb8,559,1198,Not available,Not available,India,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Quantity: 100 ml"",""Ideal For: Men"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Woody"",""Fragrance Segment: Budget"",""Base Note: Musk,Cashmeran,Woody Notes,Spicy Notes,, Oakmoss,Patchouli,Vetiver,"",""Heart Note: Bourbon Whiskey,Vetiver,, Cinnamon,Basil,"",""Top Note: Vetiver,Cypress,, Geranium,Lemon,Lavender,""]",Eau de Parfum,Men,100 ml,"Each Bottle Contains 50 ML, Pack of 2",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
RICHFEEL Rf_Luxury_Gold_Bleach_Kit_320_g_  (320 ml),https://rukminim1.flixcart.com/image/612/612/xif0q/facial-kit/x/o/q/320-rf-luxury-gold-bleach-kit-320-g-1-richfeel-original-imaggug7hef6h9bm.jpeg?q=70,https://www.flipkart.com/richfeel-rf-luxury-gold-bleach-kit-320-g/p/itmc64e5d877a6b4?pid=FCKGGUG72HGR9HAG&lid=LSTFCKGGUG72HGR9HAGZLQFOU&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_1_29&otracker=search&otracker1=search&fm=organic&iid=b6a46bd4-12b6-4ee1-9d42-fd33af4b462c.FCKGGUG72HGR9HAG.SEARCH&ppt=None&ppn=None&ssid=ucbjpyvrm80000001680694839503&qH=a9d908f637866fb8,246,430,4.7,13,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Ideal For: Men & Women"",""Suitable For: All Skin Types"",""Natural""]",Not available,Men & Women,320 ml,Not available,1,RICHFEEL,Rf_Luxury_Gold_Bleach_Kit_320_g_,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,All Skin Types,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Natural,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"Miss Claire Luxury Loose Powder - Light Banana Compact  (Light Banana, 38 g)",https://rukminim1.flixcart.com/image/612/612/kw3v0cw0/compact/1/0/l/38-luxury-loose-powder-light-banana-38g-kira-miss-claire-original-imag8uy7tjdzcsa9.jpeg?q=70,https://www.flipkart.com/miss-claire-luxury-loose-powder-light-banana-compact/p/itm59dc1624585d9?pid=CMPG8UY7HGZBVYAF&lid=LSTCMPG8UY7HGZBVYAFOFEKR5&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_1_30&otracker=search&otracker1=search&fm=organic&iid=b6a46bd4-12b6-4ee1-9d42-fd33af4b462c.CMPG8UY7HGZBVYAF.SEARCH&ppt=None&ppn=None&ssid=ucbjpyvrm80000001680694839503&qH=a9d908f637866fb8,499,550,4.6,20,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""It is suitable for skin tone.""]",Not available,Not available,38 g,Not available,Not available,Miss Claire,Luxury Loose Powder - Light Banana,Light Banana,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"daily life forever 52 BANANA LUXURY POWDER - FBP001 Compact  (Cream, 30 g)",https://rukminim1.flixcart.com/image/612/612/k5pn6vk0/compact/e/j/v/30-banana-luxury-powder-fbp001-daily-life-forever-52-original-imafzc3ys6mq5rgg.jpeg?q=70,https://www.flipkart.com/daily-life-forever-52-banana-luxury-powder-fbp001-compact/p/itmc3da016437885?pid=CMPFZBZ7METCYEJV&lid=LSTCMPFZBZ7METCYEJV0JSBIF&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_1_31&otracker=search&otracker1=search&fm=organic&iid=b6a46bd4-12b6-4ee1-9d42-fd33af4b462c.CMPFZBZ7METCYEJV.SEARCH&ppt=None&ppn=None&ssid=ucbjpyvrm80000001680694839503&qH=a9d908f637866fb8,571,649,4.4,108,Not available,https://www.flipkart.com/daily-life-forever-52-banana-luxury-powder-fbp001-compact/product-reviews/itmc3da016437885?pid=CMPFZBZ7METCYEJV&lid=LSTCMPFZBZ7METCYEJV0JSBIF&marketplace=FLIPKART,74,16,11,2,5,10 Reviews,"[""It is suitable for skin tone.""]",Not available,Not available,30 g,1 compact,Not available,daily life forever 52,BANANA LUXURY POWDER - FBP001,Cream,Cream,No,Not available,Luminous,Not available,Not available,Not available,Not available,All Skin Type,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,No,full,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Adilqadri Premium Glamour Oudh Long Lasting Fragrance Eau de Parfum  -  100 ml  (For Men & Women),https://rukminim1.flixcart.com/image/612/612/xif0q/perfume/g/p/c/100-premium-glamour-oudh-long-lasting-fragrance-eau-de-parfum-original-imaghnuszauewahr.jpeg?q=70,https://www.flipkart.com/adilqadri-premium-glamour-oudh-long-lasting-fragrance-eau-de-parfum-100-ml/p/itm6271d3c8818fc?pid=PERGHNUSAUQ6HPNR&lid=LSTPERGHNUSAUQ6HPNRMONP6X&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_1_32&otracker=search&otracker1=search&fm=organic&iid=en_qac4CU6A8AQCCy9sWWJTO0vV5UPGaA2cM5KMni%2BjOyC8NUsMs0eWDoICikMLZ3tEU1cMiJTBLaX8VykU7smFfw%3D%3D&ppt=None&ppn=None&ssid=ucbjpyvrm80000001680694839503&qH=a9d908f637866fb8,3499,4999,3.8,4,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Quantity: 100 ml"",""Ideal For: Men & Women"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Woody"",""Fragrance Segment: Budget""]",Eau de Parfum,Men & Women,100 ml,1 Parfum,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
