ProductName,imagelink,productlink,price,maxretailprice,stars,GlobalRatings,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,globalReviews,reviewsLink,HighLights,Model Name,Model ID,Size,Decal Color,Laminated,Material,Sales Package,Number of Stickers,Sticker Type,Finish Width,Finish Height,Weight,Number of Contents in Sales Package,Pattern,Suitable For,Re-usable,Width,Height,Other Dimensions,Art Form Type,Regional Speciality,Sticker Shape,Ideal Use,Printed Text,Lamination Type,Scratch Resistant,Ideal For,Depth,Washable,Diameter,Pack of,Brand,Model Number,Flower Type,Collection Type,Color,Shade,Fragrance,Flower Material,Occasion,Vase Included,Vase Material,Glitter Coated,Dust Resistant,Other Features,Flower Diameter,Stem Length,Total Length,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Warranty Service Type,brand_color,Number of Handles,Lining,Reversible,Transparency,Lining Material,Fabric Care,Number of Domes,Idol Included,Finish,Storage Type,Rust Resistant,Stain Resistant,Quantity,Set of,Type,Maximum Shelf Life,Handmade,Country of Origin,Length,Waterproof,Paper Type,Shape,Match,Pattern Repeat,Area Covered,Paper Density,Print Type,Lifespan,Air Freshener Type,Pot Material,Pot Color,Pot Size,Style,Brand Color,Sub-category,Important Note,Plant Material,Pot Width,Pot Height,Design,Mount Mechanism,Frame Included,Wall Mount,Base Material,Frame Color,Frame Material,Artist Name,Luxury Clock,Luxury Material,Power Source,Battery,Dial Color,Case Bezel Material,Case Color,Number of Batteries,Domestic Warranty,International Warranty,Number of Photos,Mounted,Stand Material,Finishing,Backing,Suitable Photo Size,Ideal Usage,Locking Mechanism,Other Lock Features,Stem Material,Character,Dial Material,Hour Markers,Number of Hands,Wash Care Instructions
Whisq Floral & Botanical Purple Wallpaper  (500 cm x 40 cm),https://rukminim1.flixcart.com/image/612/612/xif0q/wallpaper/h/f/q/1000-40-1-wq-526-whisq-original-imagkdgajhpauz24.jpeg?q=70,https://www.flipkart.com/whisq-floral-botanical-purple-wallpaper/p/itm783360ccd4bb2?pid=WLPGC5MDG3WNGDTD&lid=LSTWLPGC5MDG3WNGDTDN27EMN&marketplace=FLIPKART&q=Home+D%C3%A9cor&store=search.flipkart.com&srno=s_2_78&otracker=search&otracker1=search&fm=organic&iid=ebcf8969-ff41-4e16-be8a-144bf2f6bd90.WLPGC5MDG3WNGDTD.SEARCH&ppt=None&ppn=None&ssid=svby0e4fqo0000001680693252327&qH=ae9a4abe60d78797,184,1499,4,338,169,76,47,22,24,24 Reviews,https://www.flipkart.com/whisq-floral-botanical-purple-wallpaper/product-reviews/itm783360ccd4bb2?pid=WLPGC5MDG3WNGDTD&lid=LSTWLPGC5MDG3WNGDTDN27EMN&marketplace=FLIPKART,"[""Pack of: 1"",""Vinyl"",""Abstract Design"",""Color: Purple"",""Wall, Living Room, Bedroom, Hall, Home, Furniture, Child""]",Not available,Not available,Not available,Not available,Not available,Not available,3 x Self Adhesive Wallpaper,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,No,Not available,Not available,Yes,Not available,Not available,Not available,WQ-526,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Oil-Proof - Easy clean and maintenance with wet cloth,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Textured,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Yes,Vinyl,Rectangular,Straight,Not available,21.5 sq.ft,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Modern,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
KAAF Floral & Botanical Multicolor Wallpaper  (500 cm x 45 cm),https://rukminim1.flixcart.com/image/612/612/kltryq80/wallpaper/b/2/g/600-45-wp-503-kaaf-original-imagyv4jmrg7anf4.jpeg?q=70,https://www.flipkart.com/kaaf-floral-botanical-multicolor-wallpaper/p/itm00c37d3f9d533?pid=WLPFUY6FPQYHWFZB&lid=LSTWLPFUY6FPQYHWFZBEK15K5&marketplace=FLIPKART&q=Home+D%C3%A9cor&store=search.flipkart.com&srno=s_2_79&otracker=search&otracker1=search&fm=organic&iid=ebcf8969-ff41-4e16-be8a-144bf2f6bd90.WLPFUY6FPQYHWFZB.SEARCH&ppt=None&ppn=None&ssid=svby0e4fqo0000001680693252327&qH=ae9a4abe60d78797,224,1400,4.1,6122,"3,251","1,281",749,358,483,579 Reviews,https://www.flipkart.com/kaaf-floral-botanical-multicolor-wallpaper/product-reviews/itm00c37d3f9d533?pid=WLPFUY6FPQYHWFZB&lid=LSTWLPFUY6FPQYHWFZBEK15K5&marketplace=FLIPKART,"[""Pack of: 1"",""Vinyl"",""Green Floral Self Adhesive Roll"",""Color: Multicolor"",""Wall, Kitchen, Bathroom, Indoor & Outdoor""]",Not available,Not available,1 Roll (40cm x 500cm),Not available,Not available,Not available,1 Self Adhesive Wallpaper Roll,Not available,Not available,Not available,Not available,200 g,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,No,Not available,Not available,Yes,Not available,Not available,Not available,WP-503,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"Anti-static, Moisture-proof, Mould-Proof, Oil-Proof, Peel And Stick",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Glossy,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Yes,Vinyl,Rectangular,Not available,Not available,24 sq.ft,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Floral And Botanical,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"Crecimiento Arte Analog 25.4 cm X 25.4 cm Wall Clock  (Black, With Glass, Standard)",https://rukminim1.flixcart.com/image/612/612/xif0q/wall-clock/j/f/z/adiyogi-wall-clock-for-home-and-office-decor-25-4-amhnadiwall-original-imagjcfjd27kwyrb.jpeg?q=70,https://www.flipkart.com/crecimiento-arte-analog-25-4-cm-x-wall-clock/p/itmcf920dab185bb?pid=WCKGJMF8HAWZJ48B&lid=LSTWCKGJMF8HAWZJ48BXFVB0Q&marketplace=FLIPKART&q=Home+D%C3%A9cor&store=search.flipkart.com&srno=s_2_80&otracker=search&otracker1=search&fm=organic&iid=en_%2BdLJaiFZa6XpWPRPdFbBFfCSWna9GHM8O98VcdTQfWvtb9pWXMY1UuWUo5RXJzTR%2BHHBWGua5KFR32rk3U30RQ%3D%3D&ppt=None&ppn=None&ssid=svby0e4fqo0000001680693252327&qH=ae9a4abe60d78797,244,999,4,158,88,27,20,4,19,13 Reviews,https://www.flipkart.com/crecimiento-arte-analog-25-4-cm-x-wall-clock/product-reviews/itmcf920dab185bb?pid=WCKGJMF8HAWZJ48B&lid=LSTWCKGJMF8HAWZJ48BXFVB0Q&marketplace=FLIPKART,"[""Size: 25.4 cm x 25.4 cm"",""Frame Material: Plastic"",""Clock Type: Analog""]",Wall Clock For Home And Office Living Room Bedroom,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,1,Not available,CANSHIV,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Black,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"Craftox Décor Artificial Jasmine (Mogra) with Rose Flower Garland Color yellow (81302-10) Yellow Jasmine, Rose Artificial Flower  (55 inch, Pack of 10, Garlands)",https://rukminim1.flixcart.com/image/612/612/xif0q/garland/q/r/i/10-81302-10-ihandikart-original-imaggzzgdgtgf8ga.jpeg?q=70,https://www.flipkart.com/craftox-dcor-artificial-jasmine-mogra-rose-flower-garland-color-yellow-81302-10-jasmine/p/itm1f33adbe52132?pid=ARFGJ87TN2FMH9H3&lid=LSTARFGJ87TN2FMH9H3AEKUED&marketplace=FLIPKART&q=Home+D%C3%A9cor&store=search.flipkart.com&srno=s_3_81&otracker=search&otracker1=search&fm=organic&iid=6133b58a-0f06-4152-ae77-a9d01c7d7a7b.ARFGJ87TN2FMH9H3.SEARCH&ppt=None&ppn=None&ssid=c7tgaa52s00000001680693253276&qH=ae9a4abe60d78797,1200,2400,,,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Type: Jasmine, Rose"",""Flower Material: Plastic, PVC"",""Length: 55 inch""]",Artificial Jasmine (Mogra) with Rose Flower Garland Color yellow (81302-10),Not available,Not available,Not available,Not available,Not available,Package Contains : 10 Mogra Garland,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,55X2 Inches,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,10,Craftox Décor,CV81302-10,"Jasmine, Rose",Garlands,Yellow,yellow,No,"Plastic, PVC","Diwali,Religious,Festival",No,N/A,No,Yes,"Perfect for indoor and outdoor decorations, Christmas, party, wedding, home, festival, holiday, restaurant, hotel, commercial building,",2 inch,55 inch,55 inch,N/A,N/A,N/A,N/A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
KAMYA HOME DÉCOR 45 cm KRISHNA Self Adhesive Sticker  (Pack of 1),https://rukminim1.flixcart.com/image/612/612/kdlzte80/sticker/p/z/h/krishna-medium-100-fz-28-ak-wall-stickers-original-imafuh5hjr4sccmh.jpeg?q=70,https://www.flipkart.com/kamya-home-dcor-45-cm-krishna-self-adhesive-sticker/p/itmfc6ed2e8a7487?pid=STIFUYWTJ5YV9Q9K&lid=LSTSTIFUYWTJ5YV9Q9KLSFYKX&marketplace=FLIPKART&q=Home+D%C3%A9cor&store=search.flipkart.com&srno=s_3_82&otracker=search&otracker1=search&fm=organic&iid=6133b58a-0f06-4152-ae77-a9d01c7d7a7b.STIFUYWTJ5YV9Q9K.SEARCH&ppt=None&ppn=None&ssid=c7tgaa52s00000001680693253276&qH=ae9a4abe60d78797,269,1300,,,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Color: White"",""Pack of 1"",""Size: 45 cm x 70 cm"",""Theme: Spiritual""]",KRISHNA,FZS-28,45 cm,White,Yes,vinyl,One Wall Sticker With Installation Manually,1,Fridge Sticker,45 cm,70 cm,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Home and the place you like the most :),Not available,Not available,No,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
KAMYA HOME DÉCOR 75 cm Waterproof (pvc vinyl decorative sticker size:-75x49cm) Self Adhesive Sticker  (Pack of 1),https://rukminim1.flixcart.com/image/612/612/kshtxu80/sticker/v/v/9/spices-cool-yummy-food-waterproof-kitchen-wallpaper-poster-pvc-original-imag6fs4zft3rmek.jpeg?q=70,https://www.flipkart.com/kamya-home-dcor-75-cm-waterproof-pvc-vinyl-decorative-sticker-size-75x49cm-self-adhesive/p/itm35fb5dc0f8560?pid=STIG6FUHUZGFHE6H&lid=LSTSTIG6FUHUZGFHE6HUKYKBG&marketplace=FLIPKART&q=Home+D%C3%A9cor&store=search.flipkart.com&srno=s_3_83&otracker=search&otracker1=search&fm=organic&iid=6133b58a-0f06-4152-ae77-a9d01c7d7a7b.STIG6FUHUZGFHE6H.SEARCH&ppt=None&ppn=None&ssid=c7tgaa52s00000001680693253276&qH=ae9a4abe60d78797,269,1099,,,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Color: Multicolor"",""Pack of 1"",""Size: 75 cm x 49 cm"",""Theme: Food""]",Waterproof (pvc vinyl decorative sticker size:-75x49cm),KITCHEN-1762,75 cm,Multicolor,No,pvc vinyl,one sticker,1,Kitchen Sticker,75 cm,49 cm,150 g,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,No,No,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Khatu Crafts Allah Key holder for home / office / kitchen / key holder for wall  (Brown),https://rukminim1.flixcart.com/image/612/612/xif0q/wall-decoration/3/x/a/allah-key-holder-for-home-office-kitchen-key-holder-for-wall-1-original-imagnqu7sg3srrcx.jpeg?q=70,https://www.flipkart.com/khatu-crafts-allah-key-holder-home-office-kitchen-wall/p/itmaf1ab2bf98620?pid=WDCGNQU7VUBAM59R&lid=LSTWDCGNQU7VUBAM59REFLENT&marketplace=FLIPKART&q=Home+D%C3%A9cor&store=search.flipkart.com&srno=s_3_84&otracker=search&otracker1=search&fm=organic&iid=en_NkdaaCJGxg3bHMW6yO7l%2BN8B8oJBeiHTozoNEVh5HpVB0a5Xz9RS1t9YBT8Z6x0TXheq81WBkb1yI57nOO3zcw%3D%3D&ppt=None&ppn=None&ssid=c7tgaa52s00000001680693253276&qH=ae9a4abe60d78797,119,999,,,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Wall Hanging with Key holder"",""Made of Wood"",""Color: Brown"",""Best Suited for Wall Decor"",""Pack of 1""]",Not available,Not available,Not available,Not available,Not available,Wood,1,Not available,Not available,Not available,Not available,Not available,Pack of 1,Not available,Wall Decor,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
KAMYA HOME DÉCOR 75 cm Waterproof (pvc vinyl decorative sticker size:-75x49cm) Self Adhesive Sticker  (Pack of 1),https://rukminim1.flixcart.com/image/612/612/kshtxu80/sticker/t/4/j/food-jam-apricot-fruit-waterproof-kitchen-wallpaper-poster-pvc-original-imag6fs4gnt6mzqp.jpeg?q=70,https://www.flipkart.com/kamya-home-dcor-75-cm-waterproof-pvc-vinyl-decorative-sticker-size-75x49cm-self-adhesive/p/itm14c9f232649cb?pid=STIG6FUHWZSX7GGM&lid=LSTSTIG6FUHWZSX7GGMLTYQVZ&marketplace=FLIPKART&q=Home+D%C3%A9cor&store=search.flipkart.com&srno=s_3_85&otracker=search&otracker1=search&fm=organic&iid=6133b58a-0f06-4152-ae77-a9d01c7d7a7b.STIG6FUHWZSX7GGM.SEARCH&ppt=None&ppn=None&ssid=c7tgaa52s00000001680693253276&qH=ae9a4abe60d78797,269,1099,,,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Color: Multicolor"",""Pack of 1"",""Size: 75 cm x 49 cm"",""Theme: Food""]",Waterproof (pvc vinyl decorative sticker size:-75x49cm),KITCHEN-1776,75 cm,Multicolor,No,pvc vinyl,one sticker,1,Kitchen Sticker,75 cm,49 cm,150 g,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,No,No,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
FRC DÉCOR Polyester Checkered Chair Cover  (Black Pack of 3),https://rukminim1.flixcart.com/image/612/612/xif0q/slipcover/u/v/x/3-0-3-chair-cover-p3-bl-mee-pra-45-original-imagmzhh7f6zgpxh.jpeg?q=70,https://www.flipkart.com/frc-dcor-polyester-checkered-chair-cover/p/itm1de146a534f36?pid=SLIGMZZWHJUJQ9ZF&lid=LSTSLIGMZZWHJUJQ9ZFBIRE4D&marketplace=FLIPKART&q=Home+D%C3%A9cor&store=search.flipkart.com&srno=s_3_86&otracker=search&otracker1=search&fm=organic&iid=6133b58a-0f06-4152-ae77-a9d01c7d7a7b.SLIGMZZWHJUJQ9ZF.SEARCH&ppt=None&ppn=None&ssid=c7tgaa52s00000001680693253276&qH=ae9a4abe60d78797,699,1999,,,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""65 cm"",""Suitable For: Chair"",""Material: Polyester"",""Pack of: 3"",""Pattern: Checkered""]",Not available,Not available,Not available,Not available,Not available,Not available,1,Not available,Not available,Not available,Not available,0.25 kg,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,P3_Black,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,65 cm,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Cold Water Wash
KAMYA HOME DÉCOR 75 cm Waterproof (pvc vinyl decorative sticker size:-75x49cm) Self Adhesive Sticker  (Pack of 1),https://rukminim1.flixcart.com/image/612/612/kshtxu80/sticker/1/p/t/cappuccino-waterproof-kitchen-wallpaper-poster-pvc-vinyl-original-imag6fs4ptdajgfr.jpeg?q=70,https://www.flipkart.com/kamya-home-dcor-75-cm-waterproof-pvc-vinyl-decorative-sticker-size-75x49cm-self-adhesive/p/itmcf7f8cd948b54?pid=STIG6FUHBZQXDQVR&lid=LSTSTIG6FUHBZQXDQVRQK7SBE&marketplace=FLIPKART&q=Home+D%C3%A9cor&store=search.flipkart.com&srno=s_3_87&otracker=search&otracker1=search&fm=organic&iid=6133b58a-0f06-4152-ae77-a9d01c7d7a7b.STIG6FUHBZQXDQVR.SEARCH&ppt=None&ppn=None&ssid=c7tgaa52s00000001680693253276&qH=ae9a4abe60d78797,269,1099,,,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Color: Multicolor"",""Pack of 1"",""Size: 75 cm x 49 cm"",""Theme: Food""]",Waterproof (pvc vinyl decorative sticker size:-75x49cm),KITCHEN-1751,75 cm,Multicolor,No,pvc vinyl,one sticker,1,Kitchen Sticker,75 cm,49 cm,150 g,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,No,No,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"Artvibes Wooden Wall Hanging Decorative Items For Home Decoration|Festive Décor(WH_7216N)  (21 inch X 10.2 inch, Multi 6)",https://rukminim1.flixcart.com/image/612/612/xif0q/wall-decoration/h/u/v/wooden-wall-hanging-decorative-items-for-home-decoration-festive-original-imagg5g6xr28e3bx.jpeg?q=70,https://www.flipkart.com/artvibes-wooden-wall-hanging-decorative-items-home-decoration-festive-dcor-wh-7216n/p/itme167620dd07c9?pid=WDCGG5G6MWFPJZEZ&lid=LSTWDCGG5G6MWFPJZEZKXVT4C&marketplace=FLIPKART&q=Home+D%C3%A9cor&store=search.flipkart.com&srno=s_3_88&otracker=search&otracker1=search&fm=organic&iid=en_NkdaaCJGxg3bHMW6yO7l%2BN8B8oJBeiHTozoNEVh5HpWngRVK6XC9%2BYcno5wFps0AUAVXUuGUMRegq%2FrgFrp78A%3D%3D&ppt=None&ppn=None&ssid=c7tgaa52s00000001680693253276&qH=ae9a4abe60d78797,279,896,,,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Wall Hanging"",""Made of Wood"",""Color: Multi 6"",""Best Suited for Wall Decoration, Wall Artwork"",""Pack of 1""]",Not available,Not available,Not available,Not available,Not available,Wood,1 Wall Hanging,Not available,Not available,Not available,Not available,Not available,Pack of 1,Not available,"Wall Decoration, Wall Artwork",Not available,10.2 inch,21 inch,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"Home Decor, Wall Decor",0.3 cm,No,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
arn décor india 91.44 cm KRISHNA SCENERY WALL STICKER Self Adhesive Sticker  (Pack of 1),https://rukminim1.flixcart.com/image/612/612/kvsfhjk0/canvas/i/0/d/krishna-painting-printed-canvas-roll-arndecor-original-imag8myqfsn38myz.jpeg?q=70,https://www.flipkart.com/arn-dcor-india-91-44-cm-krishna-scenery-wall-sticker-self-adhesive/p/itm4b839c2594b98?pid=STIG94RUAG8PQMC6&lid=LSTSTIG94RUAG8PQMC6VHU6DK&marketplace=FLIPKART&q=Home+D%C3%A9cor&store=search.flipkart.com&srno=s_3_89&otracker=search&otracker1=search&fm=organic&iid=6133b58a-0f06-4152-ae77-a9d01c7d7a7b.STIG94RUAG8PQMC6.SEARCH&ppt=None&ppn=None&ssid=c7tgaa52s00000001680693253276&qH=ae9a4abe60d78797,275,499,,,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Color: Multicolor"",""Pack of 1"",""Theme: Spiritual""]",KRISHNA SCENERY WALL STICKER,ARNWD-301,91.44 cm,Multicolor,Yes,Not available,1 sticker,1,Wall Sticker,Not available,Not available,0.3 g,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Other Art Form,Not available,RECTANGLE,"USED FOR HOME , OFFICE , SCHOOL, AND SUITABLE PLACE",Not available,SELF ADHESIVE,No,Not available,Not available,Not available,4 cm,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
