ProductName,imagelink,productlink,price,maxretailprice,stars,GlobalRatings,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,globalReviews,reviewsLink,Sales Package,Pack of,Brand,Model Number,Quantity,Type,Maximum Shelf Life,HighLights,Model Name,Ayush License Number,Treatment,Food Preference,Form,Prescription Required,Benefits,Dosage,Ingredients,Usage Timings,Dietary Preference,Number of Scoops per Container,Ayurvedic,Container Type,Serving Size,Legal Disclaimer,Composition,Country of Origin,Other Daily Value Features,other_features,Flavor,Nutrient Content,Form Factor,Directions,Outer Material,Surface Type,Holding Time,Power Requirement,Number of Medical Gloves,Size,Material,Color,Other Features,Total no of Pieces,No of Diapers Per Pack,Set of,Ideal For,Weight,Pack Of,Ideal Dosage,Description,Usage Description,Usage Instruction,Side Effects,Ply,Mask Type,Respirator Type,Mounting Type,Suitable For,Straps,Storage Type,Inhalation Valves,Melt Blown Fabric Used,Air Flow Rate,Application Area,Protein Type,Shelf Life,Charging Time,Width,Height,Warranty Summary,Vitamin,Zinc,Other Power Features,Therapeutic Classification,Manufacturer Name,How it Works,Safety Advice,Interaction with Drugs & Food,Under DPCO,Manufacturer License,Storage,Contraindications,Schedule,Calcium,Magnesium,Copper,Manganese,Organic,Storage Instructions,Depth,Minimum Age,Maximum Age,Compatible Baby Weight,Series,Closure Type,Effective Duration,Washable,Convenience and Safety,Scented,Label Size,Character,Design
,https://rukminim1.flixcart.com/image/612/612/xif0q/energy-sport-drink-mix/z/i/9/-original-imagnbwx7acybcwc.jpeg?q=70,https://www.flipkart.com/glucon-d-mango-blast-refill-energy-drink/p/itm31e99866e4883?pid=ESRF4PGFSMEZYKDW&lid=LSTESRF4PGFSMEZYKDWPHM4E0&marketplace=FLIPKART&q=+Health+&store=search.flipkart.com&srno=s_2_74&otracker=search&otracker1=search&fm=organic&iid=9e67d3f5-6dfa-4ac6-8698-ffe8fc9d7658.ESRF4PGFSMEZYKDW.SEARCH&ppt=None&ppn=None&ssid=gc668qd75c0000001680697422704&qH=523c1e17376184e9,171,189,,,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"Nea Electrothermal Hot Water Bag, Electric Heating Gel Pad-Heat Pouch Hot Water Bottle Bag, Electric Hot Water Bag, Heating Pad for Joint, Muscle Pains, Warm Water Bag Many Colours And Designs Electric 1 L Hot Water Bag (Multicolor)Premium Quality Electric Heat Bag Hot Gel Bottle Pouch Massager Electric Rechargeable Heating Pad Heating Gel Pad-Heat Pouch Hot Water Bottle Hand Warmer Electrical 1 L Hot Water Bag Electrical 1 L Hot Water Bag  (Multicolor)",https://rukminim1.flixcart.com/image/612/612/khp664w0-0/hot-water-bag/d/i/q/electrothermal-hot-water-bag-electric-heating-gel-pad-heat-pouch-original-imafxndj6yauzxum.jpeg?q=70,https://www.flipkart.com/nea-electrothermal-hot-water-bag-electric-heating-gel-pad-heat-pouch-bottle-pad-joint-muscle-pains-warm-bag-many-colours-designs-1-l-multicolor-premium-quality-heat-massager-rechargeable-hand-warmer-electrical/p/itm2c31b4e4694e2?pid=HWBFXNDJTKY74VHG&lid=LSTHWBFXNDJTKY74VHGVSZZ9I&marketplace=FLIPKART&q=+Health+&store=search.flipkart.com&srno=s_2_75&otracker=search&otracker1=search&fm=organic&iid=9e67d3f5-6dfa-4ac6-8698-ffe8fc9d7658.HWBFXNDJTKY74VHG.SEARCH&ppt=None&ppn=None&ssid=gc668qd75c0000001680697422704&qH=523c1e17376184e9,159,549,4,552 Ratings &36 Reviews,284,126,58,27,57,36 Reviews,https://www.flipkart.com/nea-electrothermal-hot-water-bag-electric-heating-gel-pad-heat-pouch-bottle-pad-joint-muscle-pains-warm-bag-many-colours-designs-1-l-multicolor-premium-quality-heat-massager-rechargeable-hand-warmer-electrical/product-reviews/itm2c31b4e4694e2?pid=HWBFXNDJTKY74VHG&lid=LSTHWBFXNDJTKY74VHGVSZZ9I&marketplace=FLIPKART,1 hot water bag,1,Not available,HWB109,Not available,Not available,Not available,"[""Electrical Water Bag"",""Ideal for: Men & Women"",""Leak Proof Feature"",""Capacity: 1 L""]","Electrothermal Hot Water Bag, Electric Heating Gel Pad-Heat Pouch Hot Water Bottle Bag, Electric Hot Water Bag, Heating Pad for Joint, Muscle Pains, Warm Water Bag Many Colours And Designs Electric 1 L Hot Water Bag (Multicolor)Premium Quality Electric Heat Bag Hot Gel Bottle Pouch Massager Electric Rechargeable Heating Pad Heating Gel Pad-Heat Pouch Hot Water Bottle Hand Warmer Electrical 1 L Hot Water Bag",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,3-5 hr,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Dharmani's International Long Looks Powder in Chocolate Flavor For Boys and Girls,https://rukminim1.flixcart.com/image/612/612/xif0q/ayurvedic/x/x/a/long-looks-powder-for-height-growth-support-in-chocolate-flavor-original-imaghjj8jnphbcah.jpeg?q=70,https://www.flipkart.com/dharmani-s-international-long-looks-powder-chocolate-flavor-boys-girls/p/itm129c17840a3e2?pid=AYDGHJJ89XFMW3DA&lid=LSTAYDGHJJ89XFMW3DAX6SFLU&marketplace=FLIPKART&q=+Health+&store=search.flipkart.com&srno=s_2_76&otracker=search&otracker1=search&fm=organic&iid=en_cAh6Tuv95cOh7o5G1rplAYxBQ5GRcT9Wdeg1a7P6gKiykJ9ZtHnmQgcqX73O0mbECbgBAQLTHHiucYlfYP0WXA%3D%3D&ppt=None&ppn=None&ssid=gc668qd75c0000001680697422704&qH=523c1e17376184e9,630,649,4.2,213 Ratings &81 Reviews,149,18,13,9,24,81 Reviews,https://www.flipkart.com/dharmani-s-international-long-looks-powder-chocolate-flavor-boys-girls/product-reviews/itm129c17840a3e2?pid=AYDGHJJ89XFMW3DA&lid=LSTAYDGHJJ89XFMW3DAX6SFLU&marketplace=FLIPKART,Long Looks Powder - 200 Grams,1,Dharmani's International,Not available,200 g,Not available,36 Months,"[""Quantity: 200 g"",""Form: Powder"",""Ayush License Number: 523-ISM (HR)"",""Treatment: General Wellness""]",Long Looks Powder in Chocolate Flavor For Boys and Girls,523-ISM (HR),General Wellness,Vegetarian,Powder,No,"Long Looks Powder is 100% ayurvedic and certified by AYUSH department (Govt. of India).This preparation is purely ayurvedic and is found to be free from any side-effect.Long Looks powder is suggested people in the age group of 11 to 25 yearsLong Looks powder improve absorption of food.Long Looks Powder help improve blood circulation.Do regular exercises like jogging, chin-up, yoga, stretching and free hand aerobics are beneficial when going for long looks.Take regular sleep of 8 hours regularly.Long Looks powder has a course of 90 days. Take regularly for minimum 90 days.Long Looks powder can be used by both BOYS & GIRLS.","11-12 Yrs : 1/2 Scoop Twice Daily with Milk., 13-20 Yrs : 1 Scoop Twice Daily with Milk., 21-25 Yrs : 2 Scoop Twice Daily with Milk.","SaffronLongLaksha GuggulChandrikaAshwagandhaKaduVidarikandhBabulNeemSomlataChakarmardaMoringaBrown RiceSoybean, Pea",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,An ayurvedic supplement approved by Ministry of AYUSH.,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
lyfcare Adult Pull-Up Pants Diapers|Medium 30 Pieces|Waist Size (24-33 Inch)|Pack of 3 - M  (30 Pieces),https://rukminim1.flixcart.com/image/612/612/xif0q/diaper/0/b/o/m-adult-pull-up-pants-diapers-medium-30-pieces-waist-size-24-33-original-imaghy9xxpumxffn.jpeg?q=70,https://www.flipkart.com/lyfcare-adult-pull-up-pants-diapers-medium-30-pieces-waist-size-24-33-inch-pack-3-m/p/itm9916f76588a34?pid=DPRGEVNVBZJYN9NZ&lid=LSTDPRGEVNVBZJYN9NZ7YW65B&marketplace=FLIPKART&q=+Health+&store=search.flipkart.com&srno=s_2_77&otracker=search&otracker1=search&fm=organic&iid=9e67d3f5-6dfa-4ac6-8698-ffe8fc9d7658.DPRGEVNVBZJYN9NZ.SEARCH&ppt=None&ppn=None&ssid=gc668qd75c0000001680697422704&qH=523c1e17376184e9,675,1650,4.2,"4,170 Ratings &299 Reviews","2,394","1,000",395,162,219,299 Reviews,https://www.flipkart.com/lyfcare-adult-pull-up-pants-diapers-medium-30-pieces-waist-size-24-33-inch-pack-3-m/product-reviews/itm9916f76588a34?pid=DPRGEVNVBZJYN9NZ&lid=LSTDPRGEVNVBZJYN9NZ7YW65B&marketplace=FLIPKART,Pack of 3,Not available,lyfcare,Not available,Not available,Pant Diapers,36 Months,"[""Size: M""]",Adult Pull-Up Pants Diapers|Medium 30 Pieces|Waist Size (24-33 Inch)|Pack of 3,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,M,Not available,Not available,Not available,30,10,3,Adults,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Fluent FL_32 Electric Hot Water Bag with Auto Power Cut-Off for pain relief Electric Hot Water Bag 1 L Hot Water Bag  (Multicolor),https://rukminim1.flixcart.com/image/612/612/xif0q/hot-water-bag/c/w/l/fl-32-electric-hot-water-bag-with-auto-power-cut-off-for-pain-original-imagm3jzyvpg6rdx.jpeg?q=70,https://www.flipkart.com/fluent-fl-32-electric-hot-water-bag-auto-power-cut-off-pain-relief-1-l/p/itmb6cb72f9da8c9?pid=HWBGM3FHRH7HX9S6&lid=LSTHWBGM3FHRH7HX9S6AQZ0UE&marketplace=FLIPKART&q=+Health+&store=search.flipkart.com&srno=s_2_78&otracker=search&otracker1=search&fm=organic&iid=9e67d3f5-6dfa-4ac6-8698-ffe8fc9d7658.HWBGM3FHRH7HX9S6.SEARCH&ppt=None&ppn=None&ssid=gc668qd75c0000001680697422704&qH=523c1e17376184e9,299,899,4.2,72 Ratings &34 Reviews,49,9,3,2,9,34 Reviews,https://www.flipkart.com/fluent-fl-32-electric-hot-water-bag-auto-power-cut-off-pain-relief-1-l/product-reviews/itmb6cb72f9da8c9?pid=HWBGM3FHRH7HX9S6&lid=LSTHWBGM3FHRH7HX9S6AQZ0UE&marketplace=FLIPKART,"1 * Hot Water Bag, Cable, Water Funnel",1,Not available,FL_32 HOT WATER BAG,Not available,Not available,Not available,"[""Electric Hot Water Bag Water Bag"",""Ideal for: Men & Women"",""Leak Proof Feature"",""Capacity: 1 L""]",FL_32 Electric Hot Water Bag with Auto Power Cut-Off for pain relief,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,2-3 hr,220 V,Not available,Not available,Not available,Not available,IMPORTANT - INJECT WATER INSIDE BAG BY YOUR SELF WITH GIVEN INSTRUCTION.,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Auto Power Cut-off,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"SBL Alfalfa Tonic with Gingeng , Liquid  (500 ml)",https://rukminim1.flixcart.com/image/612/612/l3hmwsw0/homeopathy/n/p/f/-original-imagehp7v3mjzd66.jpeg?q=70,https://www.flipkart.com/sbl-alfalfa-tonic-gingeng-liquid/p/itm10c3c2cf9f2fd?pid=HMEGEHZ5GJVT4MJ5&lid=LSTHMEGEHZ5GJVT4MJ5UL3GJ2&marketplace=FLIPKART&q=+Health+&store=search.flipkart.com&srno=s_2_79&otracker=search&otracker1=search&fm=organic&iid=9e67d3f5-6dfa-4ac6-8698-ffe8fc9d7658.HMEGEHZ5GJVT4MJ5.SEARCH&ppt=None&ppn=None&ssid=gc668qd75c0000001680697422704&qH=523c1e17376184e9,277,330,4.3,"1,459 Ratings &133 Reviews",888,311,122,55,83,133 Reviews,https://www.flipkart.com/sbl-alfalfa-tonic-gingeng-liquid/product-reviews/itm10c3c2cf9f2fd?pid=HMEGEHZ5GJVT4MJ5&lid=LSTHMEGEHZ5GJVT4MJ5UL3GJ2&marketplace=FLIPKART,Not available,Not available,Not available,Not available,Not available,Not available,60 Months,Not available,Not available,Not available,General Wellness,Not available,Liquid,No,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"Alfalfa HPI Q 5% v/v, Avena Sativa HPI Q 5% v/v, Ginseng HPI Q 2% v/v, Cinchona Officinalis HPI Q 0.25% v/v, Hydrastis Canadensis HPI Q 0.50% v/v, Kali Phosphoricum HPI 3X 1% v/v, Kali Arsenicosum HPUS 6X 1% v/v, Ferrum Aceticum HPI 3X 1% v/v, Calcarea Phosphorica HPI 3X 0.50% w/v Excipients q.s, Alcohol content 9% v/v",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,1,As directed by physician,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Baidyanath Amla Juice - 1L - Rich in Vitamin C and a Natural Immunity Booster | Rich in antioxidants |Help to Increase Metabolism & improves Digestion,https://rukminim1.flixcart.com/image/612/612/l3nco7k0/ayurvedic/l/b/r/amla-juice-1l-rich-in-vitamin-c-and-a-natural-immunity-booster-original-imagepsctwqrfwfz.jpeg?q=70,https://www.flipkart.com/baidyanath-amla-juice-1l-rich-vitamin-c-natural-immunity-booster-antioxidants-help-increase-metabolism-improves-digestion/p/itmd41412c723ed0?pid=AYDG5SRZRCXDU9YK&lid=LSTAYDG5SRZRCXDU9YKNPN0YF&marketplace=FLIPKART&q=+Health+&store=search.flipkart.com&srno=s_2_80&otracker=search&otracker1=search&fm=organic&iid=en_cAh6Tuv95cOh7o5G1rplAYxBQ5GRcT9Wdeg1a7P6gKir2DmrtAvyucPL%2F203jW32Uc3RJA8khuGkLFXf3SxNJw%3D%3D&ppt=None&ppn=None&ssid=gc668qd75c0000001680697422704&qH=523c1e17376184e9,225,235,4.2,401 Ratings &29 Reviews,232,88,49,12,20,29 Reviews,https://www.flipkart.com/baidyanath-amla-juice-1l-rich-vitamin-c-natural-immunity-booster-antioxidants-help-increase-metabolism-improves-digestion/product-reviews/itmd41412c723ed0?pid=AYDG5SRZRCXDU9YK&lid=LSTAYDG5SRZRCXDU9YKNPN0YF&marketplace=FLIPKART,1 Pcs Amla Juice 1L,1,Baidyanath,Not available,1000 ml,Not available,24 Months,"[""Quantity: 1000 ml"",""Form: Liquid"",""Ayush License Number: 738 AYU"",""Treatment: Immunity Booster""]",Amla Juice - 1L - Rich in Vitamin C and a Natural Immunity Booster | Rich in antioxidants |Help to Increase Metabolism & improves Digestion,738 AYU,Immunity Booster,Vegetarian,Liquid,No,"Improves digestion, takes care of acidity, indigestion and gasesRich in Vitamin C, A and B6 , Minerals like Copper, Phosphorus, Iron and Calcium serves as power house of daily nourishmentHelps to improve eyesight and enriches hair growth, keeps them long and strongIt helps to boost immunity and prevents infectionsBalances all the processes in the body and brings equilibrium all three doshas Vata, Pitta and KaphaRich in antioxidants, so protects from harmful effects of free radicalsHelpful in reduction of bad cholesterolAmla is naturally packed with antioxidants which are useful for keeping the immune system strongBaidyanath juice can also help with weight management as it increases metabolism and helps to burn more calories, as well as helps to keep digestion working smoothly.This product is vegan, all-natural, and safe to be consumed daily.Baidyanath Amla Juice is a healthy drink and created from real Amla extract.","Add 30ml Baidyanath Amla Juice to 30ml of water, stir it well and enjoy.",Amla Juice,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Fluent FL_32 Electric Hot Water Bag with Auto Power Cut-Off for pain relief Electric Hot Water Bag 1 L Hot Water Bag  (Multicolor),https://rukminim1.flixcart.com/image/612/612/xif0q/hot-water-bag/c/w/l/fl-32-electric-hot-water-bag-with-auto-power-cut-off-for-pain-original-imagm3jzyvpg6rdx.jpeg?q=70,https://www.flipkart.com/fluent-fl-32-electric-hot-water-bag-auto-power-cut-off-pain-relief-1-l/p/itmb6cb72f9da8c9?pid=HWBGM3FHRH7HX9S6&lid=LSTHWBGM3FHRH7HX9S6AQZ0UE&marketplace=FLIPKART&q=+Health+&store=search.flipkart.com&srno=s_3_81&otracker=search&otracker1=search&fm=organic&iid=dcb65c43-5096-4dc7-9f7a-cc57b2c56b51.HWBGM3FHRH7HX9S6.SEARCH&ppt=None&ppn=None&ssid=b9z8nieiao0000001680697423919&qH=523c1e17376184e9,299,899,4.2,72 Ratings &34 Reviews,49,9,3,2,9,34 Reviews,https://www.flipkart.com/fluent-fl-32-electric-hot-water-bag-auto-power-cut-off-pain-relief-1-l/product-reviews/itmb6cb72f9da8c9?pid=HWBGM3FHRH7HX9S6&lid=LSTHWBGM3FHRH7HX9S6AQZ0UE&marketplace=FLIPKART,"1 * Hot Water Bag, Cable, Water Funnel",1,Not available,FL_32 HOT WATER BAG,Not available,Not available,Not available,"[""Electric Hot Water Bag Water Bag"",""Ideal for: Men & Women"",""Leak Proof Feature"",""Capacity: 1 L""]",FL_32 Electric Hot Water Bag with Auto Power Cut-Off for pain relief,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,2-3 hr,220 V,Not available,Not available,Not available,Not available,IMPORTANT - INJECT WATER INSIDE BAG BY YOUR SELF WITH GIVEN INSTRUCTION.,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Auto Power Cut-off,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"Nea Hot Water Bag with rubber for Pain Relief(PACK OF 2) Multicolors ELECTRIC 2 L Hot Water Bag  (Blue, Red, Green)",https://rukminim1.flixcart.com/image/612/612/xif0q/hot-water-bag/o/y/k/hot-water-bag-with-rubber-for-pain-relief-pack-of-2-multicolors-original-imagmnpncwy5t6z3.jpeg?q=70,https://www.flipkart.com/nea-hot-water-bag-rubber-pain-relief-pack-2-multicolors-electric-2-l/p/itm0ece8c93ac56e?pid=HWBGMNPNGVNZQBVJ&lid=LSTHWBGMNPNGVNZQBVJBT09SR&marketplace=FLIPKART&q=+Health+&store=search.flipkart.com&srno=s_3_82&otracker=search&otracker1=search&fm=organic&iid=dcb65c43-5096-4dc7-9f7a-cc57b2c56b51.HWBGMNPNGVNZQBVJ.SEARCH&ppt=None&ppn=None&ssid=b9z8nieiao0000001680697423919&qH=523c1e17376184e9,249,299,4.2,16 Ratings &0 Reviews,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1 Hot water bag, 1 Heating Pad",Not available,Not available,Hot water bag+Rubber(Combo Pack) 102(Blue),Not available,Not available,Not available,"[""ELECTRIC Water Bag"",""Ideal for: Men & Women"",""Leak Proof Feature"",""Capacity: 2 L""]",Hot Water Bag with rubber for Pain Relief(PACK OF 2) Multicolors,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,PVC,Not available,5 hr,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,150 g,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
HRRH 500 Disposable Clear Plastic Gloves Polyisoprene Surgical Gloves  (Pack of 500),https://rukminim1.flixcart.com/image/612/612/ky65wnk0/medical-glove/u/n/d/500-500-disposable-clear-plastic-gloves-hrrh-original-imagagrzrwvmwysf.jpeg?q=70,https://www.flipkart.com/hrrh-500-disposable-clear-plastic-gloves-polyisoprene-surgical/p/itm949e7983fd887?pid=MGVGAGRZYGFXUHDD&lid=LSTMGVGAGRZYGFXUHDDYBSAES&marketplace=FLIPKART&q=+Health+&store=search.flipkart.com&srno=s_3_83&otracker=search&otracker1=search&fm=organic&iid=dcb65c43-5096-4dc7-9f7a-cc57b2c56b51.MGVGAGRZYGFXUHDD.SEARCH&ppt=None&ppn=None&ssid=b9z8nieiao0000001680697423919&qH=523c1e17376184e9,189,499,3.8,220 Ratings &12 Reviews,103,43,31,15,28,12 Reviews,https://www.flipkart.com/hrrh-500-disposable-clear-plastic-gloves-polyisoprene-surgical/product-reviews/itm949e7983fd887?pid=MGVGAGRZYGFXUHDD&lid=LSTMGVGAGRZYGFXUHDDYBSAES&marketplace=FLIPKART,500 polythin gloves,Not available,HRRH,500 Disposable Clear Plastic Gloves,Not available,Surgical Gloves,Not available,"[""White"",""Material: Polyisoprene"",""Pack of: 500"",""Size: L"",""Type: Surgical Gloves""]",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,500,L,Polyisoprene,White,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"SBL Alfalfa Tonic with Gingeng , Liquid  (500 ml)",https://rukminim1.flixcart.com/image/612/612/l3hmwsw0/homeopathy/n/p/f/-original-imagehp7v3mjzd66.jpeg?q=70,https://www.flipkart.com/sbl-alfalfa-tonic-gingeng-liquid/p/itm10c3c2cf9f2fd?pid=HMEGEHZ5GJVT4MJ5&lid=LSTHMEGEHZ5GJVT4MJ5UL3GJ2&marketplace=FLIPKART&q=+Health+&store=search.flipkart.com&srno=s_3_84&otracker=search&otracker1=search&fm=organic&iid=dcb65c43-5096-4dc7-9f7a-cc57b2c56b51.HMEGEHZ5GJVT4MJ5.SEARCH&ppt=None&ppn=None&ssid=b9z8nieiao0000001680697423919&qH=523c1e17376184e9,277,330,4.3,"1,459 Ratings &133 Reviews",888,311,122,55,83,133 Reviews,https://www.flipkart.com/sbl-alfalfa-tonic-gingeng-liquid/product-reviews/itm10c3c2cf9f2fd?pid=HMEGEHZ5GJVT4MJ5&lid=LSTHMEGEHZ5GJVT4MJ5UL3GJ2&marketplace=FLIPKART,Not available,Not available,Not available,Not available,Not available,Not available,60 Months,Not available,Not available,Not available,General Wellness,Not available,Liquid,No,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"Alfalfa HPI Q 5% v/v, Avena Sativa HPI Q 5% v/v, Ginseng HPI Q 2% v/v, Cinchona Officinalis HPI Q 0.25% v/v, Hydrastis Canadensis HPI Q 0.50% v/v, Kali Phosphoricum HPI 3X 1% v/v, Kali Arsenicosum HPUS 6X 1% v/v, Ferrum Aceticum HPI 3X 1% v/v, Calcarea Phosphorica HPI 3X 0.50% w/v Excipients q.s, Alcohol content 9% v/v",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,1,As directed by physician,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
