ProductName,imagelink,productlink,price,maxretailprice,stars,GlobalRatings,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,globalReviews,reviewsLink,HighLights,Model Number,Sales Package,Ideal For,Type,Ingredient Type,Pack of,Brand,Model Name,Quantity,Face Wash Type,Maximum Shelf Life,Applied For,Skin Type,Container Type,Gift Pack,Other Traits,Country of Origin,Organic Type,Treatment Time,Application Frequency,Paraben Free,Treatment Form,Treatment Kit Contents,Organic,Treatment Type,Treatment Kit,Professional Care,Composition,Application Area,Hair Styling Type,Hair Type,Cleanser Type,Ideal Usage,Sulfate Free,PA Rating,SPF Rating,Formulation,Fragrance Classification,Domestic Warranty,Other Feature,Other Features,Anti Perspirant,Fragrance Family,Limited Edition,UV Protection,Set Of,Other Fetures
"SET WET Cool, Charm and Mischief Avatar Deodorant Spray  -  For Men  (450 ml, Pack of 3)",https://rukminim1.flixcart.com/image/612/612/xif0q/deodorant/i/n/9/-original-imaga36afsjdsrrp.jpeg?q=70,https://www.flipkart.com/set-wet-cool-charm-mischief-avatar-deodorant-spray-men/p/itmcb8ab0baba15b?pid=DEOF27GUHBJXSMYF&lid=LSTDEOF27GUHBJXSMYFZIWDBE&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_2_46&otracker=search&otracker1=search&fm=organic&iid=5ec0fd4e-7fac-41bc-86d6-9bcb24c25135.DEOF27GUHBJXSMYF.SEARCH&ppt=None&ppn=None&ssid=fyvduafzw00000001680602710727&qH=6d8d1e0ec3dc32f0,274,597,4.2,101333,"59,433","21,636","11,191","3,905","5,168","10,637 Reviews",https://www.flipkart.com/set-wet-cool-charm-mischief-avatar-deodorant-spray-men/product-reviews/itmcb8ab0baba15b?pid=DEOF27GUHBJXSMYF&lid=LSTDEOF27GUHBJXSMYFZIWDBE&marketplace=FLIPKART,"[""Quantity: 450 ml"",""Fragrance: Deodorant Spray"",""For Men"",""Anti Perspirant""]",Not available,3 Deodorant - 150 ml Each,Men,Deodorant Spray,Not available,3,SET WET,"Cool, Charm and Mischief Avatar",450 ml,Not available,34 Months,Not available,Not available,Not available,Not available,Not available,india,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Yes,Fresh,No,Not available,Not available,Not available
"DENVER Hamilton and Imperial Combo Deodorant Spray  -  For Men  (400 ml, Pack of 2)",https://rukminim1.flixcart.com/image/612/612/jyeq64w0/deodorant/j/s/n/400-hamilton-and-imperial-combo-deodorant-spray-denver-men-original-imafgnqkmzsgyajp.jpeg?q=70,https://www.flipkart.com/denver-hamilton-imperial-combo-deodorant-spray-men/p/itmfezh6fbjrv43c?pid=DEOFCFWNFDXHGJSN&lid=LSTDEOFCFWNFDXHGJSNYHOV27&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_2_47&otracker=search&otracker1=search&fm=organic&iid=5ec0fd4e-7fac-41bc-86d6-9bcb24c25135.DEOFCFWNFDXHGJSN.SEARCH&ppt=None&ppn=None&ssid=fyvduafzw00000001680602710727&qH=6d8d1e0ec3dc32f0,311,518,4.4,110404,"68,298","25,603","9,426","3,134","3,943","10,388 Reviews",https://www.flipkart.com/denver-hamilton-imperial-combo-deodorant-spray-men/product-reviews/itmfezh6fbjrv43c?pid=DEOFCFWNFDXHGJSN&lid=LSTDEOFCFWNFDXHGJSNYHOV27&marketplace=FLIPKART,"[""Quantity: 400 ml"",""Fragrance: Deodorant Spray"",""For Men""]",Not available,"1 Hamilton Deo, 1 Imperial Deo",Men,Deodorant Spray,Not available,2,DENVER,Hamilton and Imperial Combo,400 ml,Not available,36 Months,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Derma Roller for Men with 540 (0.5 mm) Micro-Needles  (1 g),https://rukminim1.flixcart.com/image/612/612/xif0q/body-skin-treatment/k/0/q/1-derma-roller-for-men-with-540-0-5-mm-micro-needles-the-man-original-imaghtfggzaefbkx.jpeg?q=70,https://www.flipkart.com/man-company-derma-roller-men-540-0-5-mm-micro-needles/p/itmc02acc2748312?pid=BSTGGSGHKGYKFVHG&lid=LSTBSTGGSGHKGYKFVHGPOYCJH&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_2_48&otracker=search&otracker1=search&fm=organic&iid=en_r5Xax%2BlE0UH2BKP0BSc07x%2BO1xENERvDsmtfsSQwX4COOvrZC9sdeVK1UpDiuBZIlGVrdAqhfD6kPIlMp1WG6w%3D%3D&ppt=None&ppn=None&ssid=fyvduafzw00000001680602710727&qH=6d8d1e0ec3dc32f0,273,499,4.4,332,212,70,29,7,14,64 Reviews,https://www.flipkart.com/man-company-derma-roller-men-540-0-5-mm-micro-needles/product-reviews/itmc02acc2748312?pid=BSTGGSGHKGYKFVHG&lid=LSTBSTGGSGHKGYKFVHGPOYCJH&marketplace=FLIPKART,"[""For Men"",""Form: Roller"",""For Exfoliation""]",Not available,1,Not available,Not available,Not available,Not available,Not available,Derma Roller for Men with 540 (0.5 mm) Micro-Needles,Not available,Not available,Not available,Exfoliation,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Roller,1 Derma Roller,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Navratna Cool Talc SandalFreeze  (400 g),https://rukminim1.flixcart.com/image/612/612/kz7bcsw0/talc/9/m/1/400-cool-talc-sandalfreeze-1-navratna-original-imagb9q3ukh6yxrk.jpeg?q=70,https://www.flipkart.com/navratna-cool-talc-sandalfreeze/p/itm839bb89cac49c?pid=TLCGB9Q2BYTGR2WR&lid=LSTTLCGB9Q2BYTGR2WR1S1AFN&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_2_49&otracker=search&otracker1=search&fm=organic&iid=5ec0fd4e-7fac-41bc-86d6-9bcb24c25135.TLCGB9Q2BYTGR2WR.SEARCH&ppt=None&ppn=None&ssid=fyvduafzw00000001680602710727&qH=6d8d1e0ec3dc32f0,180,300,4.4,4863,"3,131","1,013",408,154,157,382 Reviews,https://www.flipkart.com/navratna-cool-talc-sandalfreeze/product-reviews/itm839bb89cac49c?pid=TLCGB9Q2BYTGR2WR&lid=LSTTLCGB9Q2BYTGR2WR1S1AFN&marketplace=FLIPKART,"[""Ideal For: Men""]",Not available,Not available,Men,Not available,Synthetic,1,Navratna,Cool Talc SandalFreeze,400 g,Not available,36 Months,Not available,Not available,Not available,Not available,Not available,India,Not available,Not available,Not available,Not available,Not available,Not available,No,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"SET WET Extreme Hold Styling Hair Spray for Men,Style, Spray, Freeze your hair,Long Lasting,Quick Drying Hair Spray  (200 ml)",https://rukminim1.flixcart.com/image/612/612/xif0q/hair-styling/m/l/z/-original-imagg582zxuew6vv.jpeg?q=70,https://www.flipkart.com/set-wet-extreme-hold-styling-hair-spray-men-style-spray-freeze-your-hair-long-lasting-quick-drying/p/itm6b21335e18c20?pid=HSYFZGNAUA3ZXK7Y&lid=LSTHSYFZGNAUA3ZXK7Y6Z5RV9&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_2_50&otracker=search&otracker1=search&fm=organic&iid=5ec0fd4e-7fac-41bc-86d6-9bcb24c25135.HSYFZGNAUA3ZXK7Y.SEARCH&ppt=None&ppn=None&ssid=fyvduafzw00000001680602710727&qH=6d8d1e0ec3dc32f0,198,264,4.1,64196,"34,247","13,501","8,268","3,409","4,771","5,748 Reviews",https://www.flipkart.com/set-wet-extreme-hold-styling-hair-spray-men-style-spray-freeze-your-hair-long-lasting-quick-drying/product-reviews/itm6b21335e18c20?pid=HSYFZGNAUA3ZXK7Y&lid=LSTHSYFZGNAUA3ZXK7Y6Z5RV9&marketplace=FLIPKART,"[""For Men"",""For All Hair Types"",""Type: Hair Spray"",""Quantity: 200"",""Sulfate Free""]",Not available,Not available,Men,Not available,Not available,Not available,SET WET,"Extreme Hold Styling Hair Spray for Men,Style, Spray, Freeze your hair,Long Lasting,Quick Drying",200 ml,Not available,24 Months,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Yes,Not available,Not available,Not available,Not available,Not available,Hair Spray,All Hair Types,Not available,Not available,Yes,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
FAIR AND HANDSOME Long Lasting Radiance Cream|2X Spot Reduction|Brighter Look Pack of 3  (180 g),https://rukminim1.flixcart.com/image/612/612/xif0q/fairness/y/8/a/-original-imagg7pzn7nhhhxm.jpeg?q=70,https://www.flipkart.com/fair-handsome-long-lasting-radiance-cream-2x-spot-reduction-brighter-look-pack-3/p/itmfbc77f58d5ec3?pid=FRNFTZAZ28ENKBHP&lid=LSTFRNFTZAZ28ENKBHPGKPT6K&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_2_51&otracker=search&otracker1=search&fm=organic&iid=5ec0fd4e-7fac-41bc-86d6-9bcb24c25135.FRNFTZAZ28ENKBHP.SEARCH&ppt=None&ppn=None&ssid=fyvduafzw00000001680602710727&qH=6d8d1e0ec3dc32f0,302,466,4.5,14106,"9,681","2,528","1,017",375,505,826 Reviews,https://www.flipkart.com/fair-handsome-long-lasting-radiance-cream-2x-spot-reduction-brighter-look-pack-3/product-reviews/itmfbc77f58d5ec3?pid=FRNFTZAZ28ENKBHP&lid=LSTFRNFTZAZ28ENKBHPGKPT6K&marketplace=FLIPKART,"[""Day Usage Cream For Radiance & Glow"",""For Men"",""Organic Type: Natural""]",Not available,Not available,Men,Cream,Not available,3,FAIR AND HANDSOME,Long Lasting Radiance Cream|2X Spot Reduction|Brighter Look Pack of 3,180 g,Not available,24 Months,Radiance & Glow,Not available,Tubes,Not available,Not available,Not available,Natural,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Day,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"Garnier Men Acno Fight Anti-Pimple Facewash for Acne Prone Skin, 150g Face Wash  (150 g)",https://rukminim1.flixcart.com/image/612/612/xif0q/face-wash/m/9/2/-original-imagnftct2gmkwkz.jpeg?q=70,https://www.flipkart.com/garnier-men-acno-fight-anti-pimple-facewash-acne-prone-skin-150g-face-wash/p/itma99d58b632938?pid=FCWFY34AA993DFA3&lid=LSTFCWFY34AA993DFA30FIMB3&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_2_52&otracker=search&otracker1=search&fm=organic&iid=en_r5Xax%2BlE0UH2BKP0BSc07x%2BO1xENERvDsmtfsSQwX4BrkCwh2mJGaabDtRGbytvcnY7tf5H9h7BP6Buw%2FsQrJw%3D%3D&ppt=None&ppn=None&ssid=fyvduafzw00000001680602710727&qH=6d8d1e0ec3dc32f0,263,325,4.5,54729,"36,985","11,341","3,427","1,185","1,791","3,838 Reviews",https://www.flipkart.com/garnier-men-acno-fight-anti-pimple-facewash-acne-prone-skin-150g-face-wash/product-reviews/itma99d58b632938?pid=FCWFY34AA993DFA3&lid=LSTFCWFY34AA993DFA30FIMB3&marketplace=FLIPKART,"[""For Men"",""Gel Based"",""For All Skin Types"",""Applied For: Oil Control, Blackhead Remover, Anti-acne & Pimples, Skin Brightening"",""Comes in Tube""]",Not available,Not available,Men,Not available,Natural,1,Garnier Men,"Acno Fight Anti-Pimple Facewash for Acne Prone Skin, 150g",150 g,Gel,36 Months,"Oil Control, Blackhead Remover, Anti-acne & Pimples, Skin Brightening",All Skin Types,Tube,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Plum 15% Vitamin C Face Serum with Mandarin | For Glowing Skin | Fragrance-Free  (3 ml),https://rukminim1.flixcart.com/image/612/612/l1jmc280/fairness/x/h/u/3-15-vitamin-c-face-serum-with-mandarin-for-glowing-skin-all-original-imagd2whvkztb95n.jpeg?q=70,https://www.flipkart.com/plum-15-vitamin-c-face-serum-mandarin-glowing-skin-fragrance-free/p/itm6cd633f2746ad?pid=FRNGD2WH66MKTAES&lid=LSTFRNGD2WH66MKTAES2TBHRQ&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_2_53&otracker=search&otracker1=search&fm=organic&iid=5ec0fd4e-7fac-41bc-86d6-9bcb24c25135.FRNGD2WH66MKTAES.SEARCH&ppt=None&ppn=None&ssid=fyvduafzw00000001680602710727&qH=6d8d1e0ec3dc32f0,166,175,4,10691,"5,354","2,512","1,296",655,874,585 Reviews,https://www.flipkart.com/plum-15-vitamin-c-face-serum-mandarin-glowing-skin-fragrance-free/product-reviews/itm6cd633f2746ad?pid=FRNGD2WH66MKTAES&lid=LSTFRNGD2WH66MKTAES2TBHRQ&marketplace=FLIPKART,"[""All Day Usage Serum For Radiance & Glow, Pigmentation Removal, Skin Brightening, Daily Care"",""For Women, Men"",""Organic Type: Synthetic""]",Not available,1 Vitamin C Face Serum,"Women, Men",Serum,Not available,1,Plum,15% Vitamin C Face Serum with Mandarin | For Glowing Skin | Fragrance-Free,3 ml,Not available,24 Months,"Radiance & Glow, Pigmentation Removal, Skin Brightening, Daily Care",All Skin Types,Glass Container,Not available,Not available,India,Synthetic,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,All Day,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Cetaphil Gentle Skin Cleanser  (125 ml),https://rukminim1.flixcart.com/image/612/612/l4yi7bk0/cleanser/s/c/d/125-gentle-skin-cleanser-cetaphil-original-imagfqjcdbsbd9jk.jpeg?q=70,https://www.flipkart.com/cetaphil-gentle-skin-cleanser/p/itmdz6j5m6ymcexh?pid=CNRFPNR7MFKQ43KV&lid=LSTCNRFPNR7MFKQ43KVUD35LM&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_2_54&otracker=search&otracker1=search&fm=organic&iid=5ec0fd4e-7fac-41bc-86d6-9bcb24c25135.CNRFPNR7MFKQ43KV.SEARCH&ppt=None&ppn=None&ssid=fyvduafzw00000001680602710727&qH=6d8d1e0ec3dc32f0,299,333,4.3,17957,"10,601","4,129","1,649",580,998,"1,132 Reviews",https://www.flipkart.com/cetaphil-gentle-skin-cleanser/product-reviews/itmdz6j5m6ymcexh?pid=CNRFPNR7MFKQ43KV&lid=LSTCNRFPNR7MFKQ43KVUD35LM&marketplace=FLIPKART,"[""Used For Daily Care, Cleansing"",""For All Skin Types"",""Suitable For Men, Women"",""Lotion Form""]",Not available,Not available,"Men, Women",Not available,Not available,Not available,Not available,Not available,125 ml,Not available,Not available,"Daily Care, Cleansing",All Skin Types,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Lotion,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Gillette 33% Extra Classic Regular Pre Shave Foam  (418 g),https://rukminim1.flixcart.com/image/612/612/xif0q/shaving-foam/s/m/w/-original-imagh3z5wh4ggrbq.jpeg?q=70,https://www.flipkart.com/gillette-33-extra-classic-regular-pre-shave-foam/p/itm8691ed7de7539?pid=SHFE7SXFZ4AUZEUD&lid=LSTSHFE7SXFZ4AUZEUDGZJKVB&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_2_55&otracker=search&otracker1=search&fm=organic&iid=5ec0fd4e-7fac-41bc-86d6-9bcb24c25135.SHFE7SXFZ4AUZEUD.SEARCH&ppt=None&ppn=None&ssid=fyvduafzw00000001680602710727&qH=6d8d1e0ec3dc32f0,211,249,4.5,57370,"38,546","12,495","3,934","1,027","1,368","4,588 Reviews",https://www.flipkart.com/gillette-33-extra-classic-regular-pre-shave-foam/product-reviews/itm8691ed7de7539?pid=SHFE7SXFZ4AUZEUD&lid=LSTSHFE7SXFZ4AUZEUDGZJKVB&marketplace=FLIPKART,"[""Ideal For: Men"",""Organic Type: Hygiene""]",Not available,1 Bottle,Men,Not available,Not available,Not available,Gillette,Not available,418 g,Not available,36 Months,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"Man Matters Derma Roller for Hair Growth, Beard Growth | 0.5mm Titanium 540 Micro Needles  (50 g)",https://rukminim1.flixcart.com/image/612/612/kp1imq80/hair-treatment/q/9/o/1-derma-roller-with-540-titanium-alloy-micro-needles-0-5-mm-original-imag3cgcxezqfmbw.jpeg?q=70,https://www.flipkart.com/man-matters-derma-roller-hair-growth-beard-growth-0-5mm-titanium-540-micro-needles/p/itm5b24813b2c787?pid=BSTG5MF9RGFEGQJC&lid=LSTBSTG5MF9RGFEGQJCUDWFNJ&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_2_56&otracker=search&otracker1=search&fm=organic&iid=en_r5Xax%2BlE0UH2BKP0BSc07x%2BO1xENERvDsmtfsSQwX4AO2F0p8sY%2F2mpxOa4%2FmyPIoyrobgByGduQYV%2FTV4V3QQ%3D%3D&ppt=None&ppn=None&ssid=fyvduafzw00000001680602710727&qH=6d8d1e0ec3dc32f0,299,399,4,1410,695,375,155,67,118,103 Reviews,https://www.flipkart.com/man-matters-derma-roller-hair-growth-beard-growth-0-5mm-titanium-540-micro-needles/product-reviews/itm5b24813b2c787?pid=BSTG5MF9RGFEGQJC&lid=LSTBSTG5MF9RGFEGQJCUDWFNJ&marketplace=FLIPKART,"[""For Men"",""Form: Roller"",""Paraben Free"",""For Replenishing & Rejuvenation, Exfoliation, Anti-aging, Pigmentation Removal"",""Treatment Type: Hair growth treatment, Anti hair fall, Anti aging, Removes pigmentation, Skin smoothening, Skin toning""]",Not available,1 derma roller,Not available,Not available,Not available,Not available,Not available,"Derma Roller for Hair Growth, Beard Growth | 0.5mm Titanium 540 Micro Needles",Not available,Not available,Not available,"Replenishing & Rejuvenation, Exfoliation, Anti-aging, Pigmentation Removal",All skin types,Box,No,"When rolled over the scalp or hairline, it creates tiny punctures., This makes it easier for the medicinal qualities of topicals and oils to reach the hair follicles., Using the dermaroller with topicals and oils can help them to be absorbed properly., Dermaroller can also stimulate cell turnover and improve scalp circulation, which provides a healthier environment for robust hair growth., The micro-needles penetrate just deep enough to boost your circulation and cause new production of cells.",India,Natural,4 months,Once a week,Yes,Roller,Not available,Not available,"Hair growth treatment, Anti hair fall, Anti aging, Removes pigmentation, Skin smoothening, Skin toning",No,Yes,0.5 mm Titanium Alloy Microneedles with Plastic Handle,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Navratna Mint Fresh Cool Talc|Instant cooling relief|long-lasting effect  (400 g),https://rukminim1.flixcart.com/image/612/612/kplisnk0hlty2aw/talc/h/c/5/cool-talc-navaratna-original-imag3tzhxm4u6tkf.jpeg?q=70,https://www.flipkart.com/navratna-mint-fresh-cool-talc-instant-cooling-relief-long-lasting-effect/p/itm5cb1ec96d85b5?pid=TLCEUHM7P6X5HZXT&lid=LSTTLCEUHM7P6X5HZXTQ7JNOP&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_2_57&otracker=search&otracker1=search&fm=organic&iid=5ec0fd4e-7fac-41bc-86d6-9bcb24c25135.TLCEUHM7P6X5HZXT.SEARCH&ppt=None&ppn=None&ssid=fyvduafzw00000001680602710727&qH=6d8d1e0ec3dc32f0,187,250,4.4,35731,"23,488","7,306","2,861",975,"1,101","2,980 Reviews",https://www.flipkart.com/navratna-mint-fresh-cool-talc-instant-cooling-relief-long-lasting-effect/product-reviews/itm5cb1ec96d85b5?pid=TLCEUHM7P6X5HZXT&lid=LSTTLCEUHM7P6X5HZXTQ7JNOP&marketplace=FLIPKART,"[""Ideal For: Men"",""Plastic Bottle Container""]",Not available,One talcum powder bottle,Men,Not available,Synthetic,1,Navratna,Mint Fresh Cool Talc|Instant cooling relief|long-lasting effect,400 g,Not available,36 Months,Not available,Not available,Plastic Bottle,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,No,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"FOGG Regular Royal and Napoleon No Gas Perfume Deodorant Spray  -  For Men  (300 ml, Pack of 2)",https://rukminim1.flixcart.com/image/612/612/xif0q/deodorant/1/w/c/-original-imaghbufwt4gersp.jpeg?q=70,https://www.flipkart.com/fogg-regular-royal-napoleon-no-gas-perfume-deodorant-spray-men/p/itm3eedff57ee7be?pid=DEOEZ9TP574GXHXZ&lid=LSTDEOEZ9TP574GXHXZKAFYEC&marketplace=FLIPKART&q=mengrooming&store=g9b&spotlightTagId=BestsellerId_g9b&srno=s_2_58&otracker=search&otracker1=search&fm=organic&iid=5ec0fd4e-7fac-41bc-86d6-9bcb24c25135.DEOEZ9TP574GXHXZ.SEARCH&ppt=None&ppn=None&ssid=fyvduafzw00000001680602710727&qH=6d8d1e0ec3dc32f0,359,550,4.3,160262,"1,01,095","32,750","14,177","5,323","6,917","17,128 Reviews",https://www.flipkart.com/fogg-regular-royal-napoleon-no-gas-perfume-deodorant-spray-men/product-reviews/itm3eedff57ee7be?pid=DEOEZ9TP574GXHXZ&lid=LSTDEOEZ9TP574GXHXZKAFYEC&marketplace=FLIPKART,"[""Quantity: 300 ml"",""Fragrance: Deodorant Spray"",""For Men"",""Limited Edition""]",Not available,Not available,Men,Deodorant Spray,Not available,2,FOGG,Regular Royal and Napoleon No Gas Perfume,300 ml,Not available,36 Months,Not available,Not available,Not available,Not available,"100% ORIGINAL, Best Product",INDIA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Day Time,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,No,Fresh,Yes,Not available,Not available,Not available
"Minimalist 10% Vitamin C Serum for Skin Brightening, UV Damage & Glow (Stable Vit C Serum)  (30 ml)",https://rukminim1.flixcart.com/image/612/612/l0fm07k0/fairness/e/m/6/-original-imagc8fbhkhgh9xd.jpeg?q=70,https://www.flipkart.com/minimalist-10-vitamin-c-serum-skin-brightening-uv-damage-glow-stable-vit-serum/p/itme491dbe0b1c3e?pid=FRNGF547M2RCYKXZ&lid=LSTFRNGF547M2RCYKXZBVJBOL&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_2_59&otracker=search&otracker1=search&fm=organic&iid=5ec0fd4e-7fac-41bc-86d6-9bcb24c25135.FRNGF547M2RCYKXZ.SEARCH&ppt=None&ppn=None&ssid=fyvduafzw00000001680602710727&qH=6d8d1e0ec3dc32f0,664,699,4.1,8682,"4,714","2,065",796,335,772,419 Reviews,https://www.flipkart.com/minimalist-10-vitamin-c-serum-skin-brightening-uv-damage-glow-stable-vit-serum/product-reviews/itme491dbe0b1c3e?pid=FRNGF547M2RCYKXZ&lid=LSTFRNGF547M2RCYKXZBVJBOL&marketplace=FLIPKART,"[""Day, Night Usage Serum For Radiance & Glow, Skin Brightening, Anti-tan, Daily Care"",""For Men, Women"",""Organic Type: Natural""]",Not available,1 bottle,"Men, Women",Serum,Not available,1,Minimalist,"10% Vitamin C Serum for Skin Brightening, UV Damage & Glow (Stable Vit C Serum)",30 ml,Not available,18 Months,"Radiance & Glow, Skin Brightening, Anti-tan, Daily Care","Dry Skin, Oily Skin, Normal Skin, Combination skin, Acne Prone Skin, Sensitive Skin",Bottle,No,Not available,India,Natural,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Vitamin C,Not available,Not available,Not available,Not available,"Day, Night",Not available,Not available,Not available,Not available,Not available,Not available,Not available,"Fragrance Free, Dye Free, Sulphate Free, Essential Oils Free, Paraben Free, Non Comedogenic",Not available,Not available,Not available,No,Not available,Not available
"Man Arden Hair Spray - Strong Hold, Styling with Nourishment - Argan Oil and Bhringraj Hair Spray  (180 ml)",https://rukminim1.flixcart.com/image/612/612/kz7bcsw0/hair-styling/j/g/a/hair-spray-180-hair-spray-strong-hold-styling-with-nourishment-original-imagb9btbhv55gn5.jpeg?q=70,https://www.flipkart.com/man-arden-hair-spray-strong-hold-styling-nourishment-argan-oil-bhringraj/p/itmfcc638cf6744f?pid=HSYFJGKVHSFF2XT6&lid=LSTHSYFJGKVHSFF2XT6ZUAGYJ&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_2_60&otracker=search&otracker1=search&fm=organic&iid=en_r5Xax%2BlE0UH2BKP0BSc07x%2BO1xENERvDsmtfsSQwX4Aa5NMmIZ9BVJJFtGQN3HrsrBsWoItrZcZK9T15VT2mGw%3D%3D&ppt=None&ppn=None&ssid=fyvduafzw00000001680602710727&qH=6d8d1e0ec3dc32f0,399,449,4.1,3325,"1,786",779,409,142,209,421 Reviews,https://www.flipkart.com/man-arden-hair-spray-strong-hold-styling-nourishment-argan-oil-bhringraj/product-reviews/itmfcc638cf6744f?pid=HSYFJGKVHSFF2XT6&lid=LSTHSYFJGKVHSFF2XT6ZUAGYJ&marketplace=FLIPKART,"[""For Men"",""For All Hair Types"",""Type: Hair Spray"",""Quantity: 180"",""Sulfate Free""]",Not available,Not available,Men,Not available,Not available,1,Man Arden,"Hair Spray - Strong Hold, Styling with Nourishment - Argan Oil and Bhringraj",180 ml,Not available,24 Months,Not available,Not available,Bottle,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,D:\abhishek sharma\flipkart Ticket\19 June\New folder (2),Not available,Hair Spray,All Hair Types,Not available,Not available,Yes,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
