ProductName,imagelink,productlink,price,maxretailprice,stars,GlobalRatings,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,globalReviews,reviewsLink,HighLights,Fragrance Classification,Ideal For,Quantity,Country of Origin,Sales Package,Pack of,Brand,Model Name,Type,Maximum Shelf Life,Anti Perspirant,Fragrance Family,Limited Edition,Other Traits,Model Number,Ingredient Type,Applied For,Organic Type,Ideal Usage,Container Type,Composition,Skin Type,UV Protection,Other Features,Hair Type,Treatment Kit Contents,Treatment Form,Hair Styling Type,Face Wash Type,Gift Pack,PA Rating,SPF Rating,Formulation,Sulfate Free,Professional Care,Organic,Other Feature,Blade Material,Color,Trimming Range,Suitable For,Length Adjustments,Power Source,Battery Run Time,Warranty Summary,Service Type,Covered in Warranty,Not Covered in Warranty,Flavor,Pack Of,Form,Application Area,Applied For (Face),Applied For (Body),Paraben Free,Dermatologist Tested,Instruction,Serum Type,Hair Condition,Shade,Cleanser Type,Brand Color,Material,Water Tank Capacity,Droplet Size,Atomization Quantity,Power Requirement,Power Consumption,Length,Weight
THE MAN COMPANY Long Lasting | Strong Hold | Matte Look | Toxin Free Hair Spray  (250 ml),https://rukminim1.flixcart.com/image/612/612/l2jcccw0/hair-styling/o/t/h/hair-spray-250-long-lasting-strong-hold-matte-look-toxin-free-original-imagduzcsjtrhzyj.jpeg?q=70,https://www.flipkart.com/man-company-long-lasting-strong-hold-matte-look-toxin-free-hair-spray/p/itm165c53e9225d6?pid=HSYGDUZDZY5HHAU9&lid=LSTHSYGDUZDZY5HHAU99KOOT9&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_2_76&otracker=search&otracker1=search&fm=organic&iid=en_pd7EJvA4yZyGBf7azuEtblAn4k5w0v2kJfkgblujiL84a3Iudc5KiCghQzc2K7IlxpoRhbQghlsaPgAqW4oYhg%3D%3D&ppt=None&ppn=None&ssid=lcldxp4yts0000001680599848020&qH=a12c5d63a3c97bb2,314,449,4.2,975,551,214,102,41,67,128 Reviews,https://www.flipkart.com/man-company-long-lasting-strong-hold-matte-look-toxin-free-hair-spray/product-reviews/itm165c53e9225d6?pid=HSYGDUZDZY5HHAU9&lid=LSTHSYGDUZDZY5HHAU99KOOT9&marketplace=FLIPKART,"[""For Men"",""For All Hair Types"",""Type: Hair Spray"",""Quantity: 250""]",Not available,Men,250 ml,Not available,Not available,Not available,THE MAN COMPANY,Long Lasting | Strong Hold | Matte Look | Toxin Free,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,All Hair Types,Not available,Not available,Hair Spray,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Perfume Gift Set - 8 ml* 4 Eau de Parfum  -  32 ml  (For Men),https://rukminim1.flixcart.com/image/612/612/xif0q/perfume/f/i/t/32-perfume-gift-set-8-ml-4-eau-de-parfum-the-man-company-men-original-imagnywygqfakzge.jpeg?q=70,https://www.flipkart.com/man-company-perfume-gift-set-8-ml-4-eau-de-parfum-32-ml/p/itmc73f417d107fc?pid=PERGHJE9SZGGAJCF&lid=LSTPERGHJE9SZGGAJCFK9RIQ7&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_2_77&otracker=search&otracker1=search&fm=organic&iid=fbae8401-2179-48c8-8fe8-bb6bc09d5ae9.PERGHJE9SZGGAJCF.SEARCH&ppt=None&ppn=None&ssid=lcldxp4yts0000001680599848020&qH=a12c5d63a3c97bb2,399,596,4.2,430,Not available,Not available,Not available,Not available,Not available,,https://www.flipkart.com/man-company-perfume-gift-set-8-ml-4-eau-de-parfum-32-ml/product-reviews/itmc73f417d107fc?pid=PERGHJE9SZGGAJCF&lid=LSTPERGHJE9SZGGAJCFK9RIQ7&marketplace=FLIPKART,"[""Quantity: 32 ml"",""Ideal For: Men"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Woody""]",Eau de Parfum,Men,32 ml,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Blanc EDT Luxury Perfume for Men Eau de Toilette  -  50 ml  (For Men),https://rukminim1.flixcart.com/image/612/612/xif0q/perfume/v/h/2/50-blanc-edt-luxury-perfume-for-men-eau-de-toilette-the-man-original-imaghng42mgdhrnu.jpeg?q=70,https://www.flipkart.com/man-company-blanc-edt-luxury-perfume-men-eau-de-toilette-50-ml/p/itm2bdb5c41e05f0?pid=PERGEYMFP2YPKEZV&lid=LSTPERGEYMFP2YPKEZVVICQTN&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_2_78&otracker=search&otracker1=search&fm=organic&iid=fbae8401-2179-48c8-8fe8-bb6bc09d5ae9.PERGEYMFP2YPKEZV.SEARCH&ppt=None&ppn=None&ssid=lcldxp4yts0000001680599848020&qH=a12c5d63a3c97bb2,449,899,4.1,2139,"1,234",403,214,100,188,308 Reviews,https://www.flipkart.com/man-company-blanc-edt-luxury-perfume-men-eau-de-toilette-50-ml/product-reviews/itm2bdb5c41e05f0?pid=PERGEYMFP2YPKEZV&lid=LSTPERGEYMFP2YPKEZVVICQTN&marketplace=FLIPKART,"[""Quantity: 50 ml"",""Ideal For: Men"",""Fragrance Classification: Eau de Toilette"",""Fragrance Family: Woody""]",Eau de Toilette,Men,50 ml,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Infinite Long Lasting Body Spray Deodorant Spray  -  For Men  (150 ml),https://rukminim1.flixcart.com/image/612/612/xif0q/deodorant/w/a/k/150-infinite-long-lasting-body-spray-1-deodorant-spray-the-man-original-imaggbyahfytzyqk.jpeg?q=70,https://www.flipkart.com/man-company-infinite-long-lasting-body-spray-deodorant-men/p/itmd03a62a23bffc?pid=DEOGGBYAKHFUJNTX&lid=LSTDEOGGBYAKHFUJNTX2RZ4YW&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_2_79&otracker=search&otracker1=search&fm=organic&iid=fbae8401-2179-48c8-8fe8-bb6bc09d5ae9.DEOGGBYAKHFUJNTX.SEARCH&ppt=None&ppn=None&ssid=lcldxp4yts0000001680599848020&qH=a12c5d63a3c97bb2,199,299,4,27,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Quantity: 150 ml"",""Fragrance: Deodorant Spray"",""For Men""]",Not available,Men,150 ml,Not available,Not available,1,THE MAN COMPANY,Infinite Long Lasting Body Spray,Deodorant Spray,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Premium Skin Glow Collection 6 in 1 Combo Travel Mini Kit | Gift Set for Men | De Tan Face Care | Deo for Men | Free Pouch  (6 Items in the set),https://rukminim1.flixcart.com/image/612/612/xif0q/combo-kit/j/b/e/premium-skin-glow-collection-6-in-1-combo-travel-mini-kit-gift-original-imaggygrbddmkjw7.jpeg?q=70,https://www.flipkart.com/man-company-premium-skin-glow-collection-6-1-combo-travel-mini-kit-gift-set-men-de-tan-face-care-deo-free-pouch/p/itm6cdd4cba39578?pid=CBKGDKY9USYABVFV&lid=LSTCBKGDKY9USYABVFVFUGZLZ&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_2_80&otracker=search&otracker1=search&fm=organic&iid=en_pd7EJvA4yZyGBf7azuEtblAn4k5w0v2kJfkgblujiL%2BHnpFLkLMxE6tiB7fBrUDUFeEO3bZOYtD%2F4VX6poRY3w%3D%3D&ppt=None&ppn=None&ssid=lcldxp4yts0000001680599848020&qH=a12c5d63a3c97bb2,636,1593,4,543,283,121,67,23,49,68 Reviews,https://www.flipkart.com/man-company-premium-skin-glow-collection-6-1-combo-travel-mini-kit-gift-set-men-de-tan-face-care-deo-free-pouch/product-reviews/itm6cdd4cba39578?pid=CBKGDKY9USYABVFV&lid=LSTCBKGDKY9USYABVFVFUGZLZ&marketplace=FLIPKART,"[""Pack of: 6"",""For: Men & Women"",""Includes Skin Care Combo""]",Not available,Men & Women,Not available,Not available,with Pouch,Not available,Not available,Not available,Skin Care Combo,Not available,Not available,Not available,Not available,Not available,Combo Travel Mini Kit,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Premium Skin Glow Collection 6 in 1 Combo Travel Mini Kit | Gift Set for Men | De Tan Face Care | Deo for Men | Free Pouch  (6 Items in the set),https://rukminim1.flixcart.com/image/612/612/xif0q/combo-kit/j/b/e/premium-skin-glow-collection-6-in-1-combo-travel-mini-kit-gift-original-imaggygrbddmkjw7.jpeg?q=70,https://www.flipkart.com/man-company-premium-skin-glow-collection-6-1-combo-travel-mini-kit-gift-set-men-de-tan-face-care-deo-free-pouch/p/itm6cdd4cba39578?pid=CBKGDKY9USYABVFV&lid=LSTCBKGDKY9USYABVFVFUGZLZ&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_3_81&otracker=search&otracker1=search&fm=organic&iid=5932ce94-f913-41c4-ac45-fe9c47c6e915.CBKGDKY9USYABVFV.SEARCH&ppt=None&ppn=None&ssid=owaqhzewk00000001680599849175&qH=a12c5d63a3c97bb2,636,1593,4,543,283,121,67,23,49,68 Reviews,https://www.flipkart.com/man-company-premium-skin-glow-collection-6-1-combo-travel-mini-kit-gift-set-men-de-tan-face-care-deo-free-pouch/product-reviews/itm6cdd4cba39578?pid=CBKGDKY9USYABVFV&lid=LSTCBKGDKY9USYABVFVFUGZLZ&marketplace=FLIPKART,"[""Pack of: 6"",""For: Men & Women"",""Includes Skin Care Combo""]",Not available,Men & Women,Not available,Not available,with Pouch,Not available,Not available,Not available,Skin Care Combo,Not available,Not available,Not available,Not available,Not available,Combo Travel Mini Kit,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Office Ready Duo (Blanc Body Perfume + Machismo Cream wax)  (2 Items in the set),https://rukminim1.flixcart.com/image/612/612/jvfk58w0/combo-kit/f/p/6/office-ready-duo-blanc-body-perfume-machismo-cream-wax-tmc-web-original-imafgbxznyssjfnx.jpeg?q=70,https://www.flipkart.com/man-company-office-ready-duo-blanc-body-perfume-machismo-cream-wax/p/itmfgbxz7xjy35ka?pid=CBKFGBBJH3XYZFP6&lid=LSTCBKFGBBJH3XYZFP6HSE6AK&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_3_82&otracker=search&otracker1=search&fm=organic&iid=5932ce94-f913-41c4-ac45-fe9c47c6e915.CBKFGBBJH3XYZFP6.SEARCH&ppt=None&ppn=None&ssid=owaqhzewk00000001680599849175&qH=a12c5d63a3c97bb2,418,698,4.2,77,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Pack of: 2"",""For: Men"",""Includes Fragrances Combo"",""Organic Product""]",Not available,Men,Not available,Not available,"Blanc Body Perfume, 120ml Machismo Cream wax, 100 gm",Not available,Not available,Not available,Fragrances Combo,Not available,Not available,Not available,Not available,Not available,TMC-WEB-460,Natural,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Caffeine For Bright & Soft Skin (Buy 1 Get 1 Free) Men Face Wash  (60 ml),https://rukminim1.flixcart.com/image/612/612/xif0q/face-wash/t/l/t/60-caffeine-for-bright-soft-skin-buy-1-get-1-free-men-the-man-original-imagk29676n9wtev.jpeg?q=70,https://www.flipkart.com/man-company-caffeine-bright-soft-skin-buy-1-get-free-men-face-wash/p/itmf8d59c2c39d67?pid=FCWGK297YGZTHTAR&lid=LSTFCWGK297YGZTHTARTGB5RP&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_3_83&otracker=search&otracker1=search&fm=organic&iid=5932ce94-f913-41c4-ac45-fe9c47c6e915.FCWGK297YGZTHTAR.SEARCH&ppt=None&ppn=None&ssid=owaqhzewk00000001680599849175&qH=a12c5d63a3c97bb2,148,149,4.1,33,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""For Men"",""Gel Based"",""For All Skin Types"",""Applied For: Nourishment & Moisturization"",""Comes in Bottle""]",Not available,Men,60 ml,Not available,Not available,Not available,THE MAN COMPANY,Caffeine For Bright & Soft Skin (Buy 1 Get 1 Free) Men,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Nourishment & Moisturization,Not available,Not available,Bottle,Not available,All Skin Types,Not available,Not available,Not available,Not available,Not available,Not available,Gel,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Bleu Long-Lasting| Lasts Upto 1000 Sprays | Gym/Sports Deodorant Spray  -  For Men  (120 ml),https://rukminim1.flixcart.com/image/612/612/xif0q/deodorant/v/c/f/120-non-gas-body-perfume-for-men-bleu-120-ml-no-gas-deodorant-original-imagnaqhrxnpa2nj.jpeg?q=70,https://www.flipkart.com/man-company-bleu-long-lasting-lasts-upto-1000-sprays-gym-sports-deodorant-spray-men/p/itmf703f2389b882?pid=DEOF3J8CZYKKFPYF&lid=LSTDEOF3J8CZYKKFPYF3G0PIZ&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_3_84&otracker=search&otracker1=search&fm=organic&iid=en_UNzn9yZauNZM8YFle8EsxA6IgL88X69v8DO77rRUJ1SsridSu94zxPOoDYPgsROuz83AnKJrXUtSDWov51wAsA%3D%3D&ppt=None&ppn=None&ssid=owaqhzewk00000001680599849175&qH=a12c5d63a3c97bb2,275,349,4.1,12892,"6,973","2,825","1,453",697,944,"1,210 Reviews",https://www.flipkart.com/man-company-bleu-long-lasting-lasts-upto-1000-sprays-gym-sports-deodorant-spray-men/product-reviews/itmf703f2389b882?pid=DEOF3J8CZYKKFPYF&lid=LSTDEOF3J8CZYKKFPYF3G0PIZ&marketplace=FLIPKART,"[""Quantity: 120 ml"",""Fragrance: Deodorant Spray"",""For Men""]",Not available,Men,120 ml,India,1 Blue Body Perfume,1,THE MAN COMPANY,Bleu Long-Lasting| Lasts Upto 1000 Sprays | Gym/Sports,Deodorant Spray,35 Months,Not available,Fresh,No,"Step 1: Shake the can before use., Step 2: Hold it 15 cm away from your body., Step 3: Spray the perfume, keeping it away from eyes & cuts/wounds.",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Caffeine Face Scrub with Coffee Arabica and Aloe Vera Scrub  (100 ml),https://rukminim1.flixcart.com/image/612/612/xif0q/scrub/u/v/7/100-caffeine-face-scrub-by-ayushmann-khurrana-with-coffee-original-imaghbk2umytuyrg.jpeg?q=70,https://www.flipkart.com/man-company-caffeine-face-scrub-coffee-arabica-aloe-vera/p/itm2031a8d8c1f69?pid=SCBFUSCATXEPHP2Z&lid=LSTSCBFUSCATXEPHP2ZDMEOAM&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_3_85&otracker=search&otracker1=search&fm=organic&iid=5932ce94-f913-41c4-ac45-fe9c47c6e915.SCBFUSCATXEPHP2Z.SEARCH&ppt=None&ppn=None&ssid=owaqhzewk00000001680599849175&qH=a12c5d63a3c97bb2,253,349,4.2,1082,598,251,123,47,63,113 Reviews,https://www.flipkart.com/man-company-caffeine-face-scrub-coffee-arabica-aloe-vera/product-reviews/itm2031a8d8c1f69?pid=SCBFUSCATXEPHP2Z&lid=LSTSCBFUSCATXEPHP2ZDMEOAM&marketplace=FLIPKART,"[""For Men"",""Skin Type: All Skin Types"",""Applied For: Exfoliation, Deep Cleansing, Replenishing & Rejuvenation, Blackhead Removal"",""Application Area: Face"",""Organic""]",Not available,Not available,Not available,Not available,1 face scrub,Not available,Not available,Not available,Not available,36 Months,Not available,Not available,Not available,Not available,Not available,Not available,"Exfoliation, Deep Cleansing, Replenishing & Rejuvenation, Blackhead Removal",Not available,Not available,Tube,Not available,All Skin Types,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Face,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"THE MAN COMPANY Intimo Tea Tree & Sea Buck Thorn Oil Intimate Wash | Prevents Bad Odour, Itching | pH Balance | 100ml  (100 ml)",https://rukminim1.flixcart.com/image/612/612/xif0q/body-wash/x/e/a/100-intimo-tea-tree-sea-buck-thorn-oil-intimate-wash-prevents-original-imagnzayvqfwfgxd.jpeg?q=70,https://www.flipkart.com/man-company-intimo-tea-tree-sea-buck-thorn-oil-intimate-wash-prevents-bad-odour-itching-ph-balance-100ml/p/itmd14df674b6b97?pid=BWSFZYXNPDVF4MGQ&lid=LSTBWSFZYXNPDVF4MGQB9WTHM&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_3_86&otracker=search&otracker1=search&fm=organic&iid=5932ce94-f913-41c4-ac45-fe9c47c6e915.BWSFZYXNPDVF4MGQ.SEARCH&ppt=None&ppn=None&ssid=owaqhzewk00000001680599849175&qH=a12c5d63a3c97bb2,307,399,4.3,2182,"1,280",528,232,62,80,388 Reviews,https://www.flipkart.com/man-company-intimo-tea-tree-sea-buck-thorn-oil-intimate-wash-prevents-bad-odour-itching-ph-balance-100ml/product-reviews/itmd14df674b6b97?pid=BWSFZYXNPDVF4MGQ&lid=LSTBWSFZYXNPDVF4MGQB9WTHM&marketplace=FLIPKART,"[""Liquid Body Wash"",""For Men"",""Suitable For: All Skin Types""]",Not available,Men,100 ml,Not available,Not available,1,THE MAN COMPANY,"Intimo Tea Tree & Sea Buck Thorn Oil Intimate Wash | Prevents Bad Odour, Itching | pH Balance | 100ml",Not available,24 Months,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,All Skin Types,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Liquid,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Cleanse & Moisturise Pack  (3 Items in the set),https://rukminim1.flixcart.com/image/612/612/xif0q/combo-kit/r/5/o/cleanse-moisturise-pack-3-tmc-web-538t-the-man-company-original-imaghjn6ugfxqtwm.jpeg?q=70,https://www.flipkart.com/man-company-cleanse-moisturise-pack/p/itm04c495983982c?pid=CBKFT7SHGHFMBVU9&lid=LSTCBKFT7SHGHFMBVU9YHUZGL&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_3_87&otracker=search&otracker1=search&fm=organic&iid=5932ce94-f913-41c4-ac45-fe9c47c6e915.CBKFT7SHGHFMBVU9.SEARCH&ppt=None&ppn=None&ssid=owaqhzewk00000001680599849175&qH=a12c5d63a3c97bb2,732,1047,4.3,76,49,11,8,2,6,5 Reviews,https://www.flipkart.com/man-company-cleanse-moisturise-pack/product-reviews/itm04c495983982c?pid=CBKFT7SHGHFMBVU9&lid=LSTCBKFT7SHGHFMBVU9YHUZGL&marketplace=FLIPKART,"[""Pack of: 3"",""For: Men"",""Includes Skin Care Combo""]",Not available,Men,Not available,Not available,"charcoal face scrub, charcoal face wash, moisturizing cream",Not available,Not available,Not available,Skin Care Combo,Not available,Not available,Not available,Not available,Not available,TMC-WEB-538T,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Bleu Long-Lasting| Lasts Upto 1000 Sprays | Night Parties Deodorant Spray  -  For Men  (120 ml),https://rukminim1.flixcart.com/image/612/612/xif0q/deodorant/x/y/d/120-non-gas-body-perfume-for-men-noir-120-ml-no-gas-deodorant-original-imagnarfvwgzqvvx.jpeg?q=70,https://www.flipkart.com/man-company-bleu-long-lasting-lasts-upto-1000-sprays-night-parties-deodorant-spray-men/p/itm431e2a3fd8c4d?pid=DEOF3J84XGWW3RBE&lid=LSTDEOF3J84XGWW3RBEVUDZGG&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_3_88&otracker=search&otracker1=search&fm=organic&iid=en_UNzn9yZauNZM8YFle8EsxA6IgL88X69v8DO77rRUJ1RwQS9P3un%2FAOgUBiZLR35Iwf40SL5CmQTEGt3qeLpfng%3D%3D&ppt=None&ppn=None&ssid=owaqhzewk00000001680599849175&qH=a12c5d63a3c97bb2,275,349,3.9,10062,"5,220","1,899","1,181",625,"1,137",971 Reviews,https://www.flipkart.com/man-company-bleu-long-lasting-lasts-upto-1000-sprays-night-parties-deodorant-spray-men/product-reviews/itm431e2a3fd8c4d?pid=DEOF3J84XGWW3RBE&lid=LSTDEOF3J84XGWW3RBEVUDZGG&marketplace=FLIPKART,"[""Quantity: 120 ml"",""Fragrance: Deodorant Spray"",""For Men"",""Anti Perspirant"",""Limited Edition""]",Not available,Men,120 ml,India,Not available,1,THE MAN COMPANY,Bleu Long-Lasting| Lasts Upto 1000 Sprays | Night Parties,Deodorant Spray,36 Months,Yes,Fresh,Yes,"Step 1: Shake the can before use., Step 2: Hold it 15 cm away from your body., Step 3: Spray the perfume, keeping it away from eyes & cuts/wounds.",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY EDP for Men – Polo Green Premium Fragrance Perfect for Everyday Use Eau de Parfum  -  100 ml  (For Men & Women),https://rukminim1.flixcart.com/image/612/612/l29c9e80/perfume/c/8/r/100-edp-for-men-polo-green-premium-fragrance-perfect-for-original-imagdnfhg5cprtzc.jpeg?q=70,https://www.flipkart.com/man-company-edp-men-polo-green-premium-fragrance-perfect-everyday-use-eau-de-parfum-100-ml/p/itm21eab632d3157?pid=PERGCFT6GZFUAGPE&lid=LSTPERGCFT6GZFUAGPETLNP8N&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_3_89&otracker=search&otracker1=search&fm=organic&iid=5932ce94-f913-41c4-ac45-fe9c47c6e915.PERGCFT6GZFUAGPE.SEARCH&ppt=None&ppn=None&ssid=owaqhzewk00000001680599849175&qH=a12c5d63a3c97bb2,523,749,4,208,113,40,24,10,21,42 Reviews,https://www.flipkart.com/man-company-edp-men-polo-green-premium-fragrance-perfect-everyday-use-eau-de-parfum-100-ml/product-reviews/itm21eab632d3157?pid=PERGCFT6GZFUAGPE&lid=LSTPERGCFT6GZFUAGPETLNP8N&marketplace=FLIPKART,"[""Quantity: 100 ml"",""Ideal For: Men & Women"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Floral""]",Eau de Parfum,Men & Women,100 ml,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
